Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344892	TPM_SRR6344893	TPM_SRR6344900	Mmean	log_2
chr1	EviAnn	gene	12391432	12406863	.	-	.	LOC_00000110	geneID=LOC_00000110	protein_coding	L3HYPDH:_Trans-3-hydroxy-L-proline_dehydratase_(Homo_sapiens)	chr1	11127	5.1126851923	2.2000370292	4.1317862602	3.8148361606	1.9316210976
chr1	EviAnn	gene	12391572	12405790	.	-	.	LOC_00000111	geneID=LOC_00000111	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12417679	12494736	.	-	.	LOC_00000113	geneID=LOC_00000113	protein_coding	Ccdc175:_Coiled-coil_domain-containing_protein_175_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12500590	12687816	.	-	.	LOC_00000114	geneID=LOC_00000114	protein_coding	RTN1:_Reticulon-1_(Pan_troglodytes)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12713357	12806894	.	+	.	LOC_00000115	geneID=LOC_00000115	protein_coding	LRRC9:_Leucine-rich_repeat-containing_protein_9_(Homo_sapiens)	chr1	8957	31.8900730763	11.869954627	21.5761524444	21.7787267159	4.4448477048
chr1	EviAnn	gene	12834541	12861121	.	+	.	LOC_00000116	geneID=LOC_00000116	protein_coding	pcnx4:_Pecanex-like_protein_4_(Xenopus_laevis)	chr1	5356	42.9323525536	23.12155509	33.1012781029	33.0517285822	5.0466538205000004
chr1	EviAnn	gene	12859925	12898824	.	-	.	LOC_00000117	geneID=LOC_00000117	protein_coding	DHRS7:_Dehydrogenase/reductase_SDR_family_member_7_(Homo_sapiens)	chr1	2465	367.5128000958	327.7216214157	257.6499929527	317.6281381547	8.3111949139
chr1	EviAnn	gene	12899949	12902745	.	-	.	LOC_00000118	geneID=LOC_00000118	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12936873	12994195	.	+	.	LOC_00000119	geneID=LOC_00000119	protein_coding	PPM1A:_Protein_phosphatase_1A_(Bos_taurus)	chr1	17392	37.8086566459	35.5057071189	35.0609490643	36.1251042764	5.1749298469
chr1	EviAnn	gene	13152991	13166476	.	+	.	LOC_00000120	geneID=LOC_00000120	protein_coding	SIX6:_Homeobox_protein_SIX6_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13233630	13241986	.	-	.	LOC_00000121	geneID=LOC_00000121	protein_coding	SIX1:_Homeobox_protein_SIX1_(Lagothrix_lagotricha)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13296379	13320019	.	-	.	LOC_00000122	geneID=LOC_00000122	protein_coding	Six4:_Homeobox_protein_SIX4_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13326776	13495427	.	+	.	LOC_00000123	geneID=LOC_00000123	protein_coding	MNAT1:_CDK-activating_kinase_assembly_factor_MAT1_(Homo_sapiens)	chr1	6356	33.7708997423	17.4070406579	21.2665512779	24.1481638927	4.5938415927
chr1	EviAnn	gene	13450115	13506981	.	-	.	LOC_00000125	geneID=LOC_00000125	protein_coding	TRMT5:_tRNA_(guanine(37)-N(1))-methyltransferase_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13463918	13506911	.	-	.	LOC_00000124	geneID=LOC_00000124	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13506809	13587676	.	+	.	LOC_00000126	geneID=LOC_00000126	protein_coding	Slc38a6:_Solute_carrier_family_38_member_6_(Rattus_norvegicus)	chr1	3971	18.4192406812	18.1313138074	26.3440883116	20.9648809334	4.3899027315
chr1	EviAnn	gene	13634755	13637267	.	+	.	XLOC_000054U_lncRNA	geneID=XLOC_000054U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13717847	13868823	.	+	.	LOC_00000127	geneID=LOC_00000127	protein_coding	PRKCH:_Protein_kinase_C_eta_type_(Homo_sapiens)	chr1	2077	6.0994342826	5.7775194294	6.2296095206	6.0355210775	2.5934783316
chr1	EviAnn	gene	13986936	14054955	.	+	.	LOC_00000128	geneID=LOC_00000128	protein_coding	HIF1A:_Hypoxia-inducible_factor_1-alpha_(Gallus_gallus)	chr1	4552	83.5445472145	81.9325870231	82.0081283376	82.495087525	6.3662363062
chr1	EviAnn	gene	14063018	14094863	.	+	.	LOC_00000129	geneID=LOC_00000129	protein_coding	SNAPC1:_snRNA-activating_protein_complex_subunit_1_(Macaca_fascicularis)	chr1	3937	118.026907805	80.2838640836	102.9299730871	100.4135816586	6.6498106071
chr1	EviAnn	gene	14174319	14217696	.	+	.	LOC_00000130	geneID=LOC_00000130	protein_coding	SYT16:_Synaptotagmin-16_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	14583615	14905766	.	-	.	LOC_00000131	geneID=LOC_00000131	protein_coding	KCNH5:_Voltage-gated_delayed_rectifier_potassium_channel_KCNH5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	14976431	15081960	.	+	.	LOC_00000132	geneID=LOC_00000132	protein_coding	RHOJ:_Rho-related_GTP-binding_protein_RhoJ_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15095560	15100031	.	-	.	LOC_00000133	geneID=LOC_00000133	protein_coding	GPHB5:_Glycoprotein_hormone_beta-5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15133054	15240112	.	-	.	LOC_00000134	geneID=LOC_00000134	protein_coding	PPP2R5E:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_epsilon_isoform_(Homo_sapiens)	chr1	7255	50.9027505625	42.1444041547	40.412121963	44.4864255601	5.4752932789
chr1	EviAnn	gene	15210685	15236307	.	+	.	LOC_00000135	geneID=LOC_00000135	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15276402	15316257	.	-	.	LOC_00000137	geneID=LOC_00000137	protein_coding	gag:_Gag_polyprotein_(Fragment)_(Avian_spleen_necrosis_virus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15277659	15278873	.	-	.	LOC_00000136	geneID=LOC_00000136	protein_coding	WDR89:_WD_repeat-containing_protein_89_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15307030	15316257	.	-	.	XLOC_001654U_lncRNA	geneID=XLOC_001654U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15336455	15368267	.	-	.	LOC_00000138	geneID=LOC_00000138	protein_coding	SGPP1:_Sphingosine-1-phosphate_phosphatase_1_(Homo_sapiens)	chr1	10095	18.2320114642	15.667041657	34.1153986422	22.6714839211	4.5028069181
chr1	EviAnn	gene	15429139	15529101	.	+	.	LOC_00000139	geneID=LOC_00000139	protein_coding	SYNE2:_Nesprin-2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15679705	15679797	.	-	.	LOC_00000140	geneID=LOC_00000140	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15774864	15879669	.	-	.	LOC_00000141	geneID=LOC_00000141	protein_coding	ESR2:_Estrogen_receptor_beta_(Sturnus_vulgaris)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15947739	16045389	.	+	.	LOC_00000142	geneID=LOC_00000142	protein_coding	Mthfd1:_C-1-tetrahydrofolate_synthase,_cytoplasmic_(Rattus_norvegicus)	chr1	3569	25.9857562866	10.8937241384	7.250713911	14.7100647786	3.8787316947
chr1	EviAnn	gene	16057270	16072894	.	+	.	LOC_00000143	geneID=LOC_00000143	protein_coding	AKAP5:_A-kinase_anchor_protein_5_(Bos_taurus)	chr1	6044	4.5480325898	1.5486313909	1.7308467023	2.6091702277	1.3835910716
chr1	EviAnn	gene	16082285	16168096	.	-	.	LOC_00000144	geneID=LOC_00000144	protein_coding	ZBTB25:_Zinc_finger_and_BTB_domain-containing_protein_25_(Gorilla_gorilla_gorilla)	chr1	8717	26.8999916229	17.3452838099	20.0542370097	21.4331708142	4.4217733924
chr1	EviAnn	gene	16096632	16124110	.	+	.	LOC_00000145	geneID=LOC_00000145	protein_coding	ZBTB1:_Zinc_finger_and_BTB_domain-containing_protein_1_(Homo_sapiens)	chr1	6140	14.6765224228	7.1139518879	5.5148817445	9.1017853518	3.1861495635
chr1	EviAnn	gene	16135387	16138245	.	+	.	LOC_00000146	geneID=LOC_00000146	protein_coding	Heat_shock_70_kDa_protein_(Gallus_gallus)	chr1	2859	26.6702269335	21.321976881	16.8509099335	21.6143712493	4.4339189645
chr1	EviAnn	gene	16148316	16184244	.	+	.	LOC_00000147	geneID=LOC_00000147	protein_coding	PPP1R36:_Protein_phosphatase_1_regulatory_subunit_36_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	16203626	16481870	.	+	.	LOC_00000148	geneID=LOC_00000148	protein_coding	Brf1:_Transcription_factor_IIIB_90_kDa_subunit_(Mus_musculus)	chr1	28865	50.5136157779	33.6404830631	41.191831873	41.7819769047	5.3848088497
chr1	EviAnn	gene	16313448	16319468	.	-	.	LOC_00000149	geneID=LOC_00000149	protein_coding	btbd6:_BTB/POZ_domain-containing_protein_6_(Xenopus_laevis)	chr1	4447	15.1576600353	5.4508238963	5.2620050467	8.6234963261	3.1082729168
chr1	EviAnn	gene	17299768	17303024	.	+	.	LOC_00000150	geneID=LOC_00000150	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17304203	17377192	.	+	.	LOC_00000151	geneID=LOC_00000151	protein_coding	NUDT14:_Uridine_diphosphate_glucose_pyrophosphatase_NUDT14_(Homo_sapiens)	chr1	3889	48.8014518641	37.4592135146	48.4192014485	44.8932889424	5.4884278888
chr1	EviAnn	gene	17373509	17376904	.	-	.	XLOC_001663U_lncRNA	geneID=XLOC_001663U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17464261	17590407	.	+	.	LOC_00000152	geneID=LOC_00000152	protein_coding	JAG2:_Protein_jagged-2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17869494	17892744	.	+	.	LOC_00000153	geneID=LOC_00000153	protein_coding	Gpr132:_Probable_G-protein_coupled_receptor_132_(Mus_musculus)	chr1	2310	7.243296172	5.4025559173	3.0985665776	5.2481395557	2.3918060838
chr1	EviAnn	gene	17899799	17903399	.	+	.	XLOC_000070U_lncRNA	geneID=XLOC_000070U_lncRNA	lncRNA	function_unknown	chr1	2989	6.2376193867	3.7738084254	6.7235154796	5.5783144306	2.4798292565
chr1	EviAnn	gene	17899799	17933840	.	+	.	LOC_00000154	geneID=LOC_00000154	protein_coding	CDCA4:_Cell_division_cycle-associated_protein_4_(Homo_sapiens)	chr1	13632	32.0002576262	33.0455208973	32.4732630833	32.5063472023	5.0226495417
chr1	EviAnn	gene	17944093	17975137	.	+	.	LOC_00000156	geneID=LOC_00000156	protein_coding	Sertad2:_SERTA_domain-containing_protein_2_(Mus_musculus)	chr1	5693	12.889835503	11.3823120352	9.7197330571	11.3306268651	3.5021557751
chr1	EviAnn	gene	17944130	17954201	.	+	.	LOC_00000155	geneID=LOC_00000155	protein_coding	function_unknown	chr1	2401	5.9732304959	6.5972004866	6.879526602	6.4833191948	2.6967326032
chr1	EviAnn	gene	17977224	18004084	.	-	.	LOC_00000157	geneID=LOC_00000157	protein_coding	Clba1:_Uncharacterized_protein_CLBA1_(Mus_musculus)	chr1	3357	27.2707835324	25.0936410906	24.9299671576	25.7647972602	4.687329335
chr1	EviAnn	gene	18046807	18081318	.	+	.	LOC_00000158	geneID=LOC_00000158	protein_coding	adss1-a:_Adenylosuccinate_synthetase_isozyme_1_A_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	18088563	18094617	.	+	.	LOC_00000159	geneID=LOC_00000159	protein_coding	SIVA1:_Apoptosis_regulatory_protein_Siva_(Homo_sapiens)	chr1	1784	110.135455136	98.3400520393	118.6672706705	109.0475926153	6.7688141105
chr1	EviAnn	gene	18100716	18244078	.	-	.	LOC_00000160	geneID=LOC_00000160	protein_coding	V-AKT:_AKT_kinase-transforming_protein_(AKT8_murine_leukemia_virus)	chr1	6496	21.0106880803	13.7437368289	19.1130497241	17.9558248778	4.1663800258
chr1	EviAnn	gene	18200311	18244104	.	-	.	LOC_00000161	geneID=LOC_00000161	protein_coding	Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)	chr1	10293	7.7795238688	4.9198106623	9.5482923404	7.4158756239	2.8906170479
chr1	EviAnn	gene	18312111	18323368	.	+	.	LOC_00000162	geneID=LOC_00000162	protein_coding	zbtb18.2:_Zinc_finger_and_BTB_domain-containing_protein_18.2_(Xenopus_laevis)	chr1	9642	29.054316817	32.7564379527	29.008551589	30.2731021196	4.9199646122
chr1	EviAnn	gene	18508120	18526403	.	+	.	LOC_00000163	geneID=LOC_00000163	protein_coding	PLD4:_5'-3'_exonuclease_PLD4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	18753753	18843929	.	-	.	LOC_00000164	geneID=LOC_00000164	protein_coding	Inf2:_Inverted_formin-2_(Mus_musculus)	chr1	8680	13.4935598044	6.5252955156	6.9458252656	8.9882268618	3.1680365384
chr1	EviAnn	gene	19023046	19051451	.	+	.	LOC_00000165	geneID=LOC_00000165	protein_coding	TMEM179:_Transmembrane_protein_179_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	19056140	19098751	.	-	.	LOC_00000166	geneID=LOC_00000166	protein_coding	NRAC:_Nutritionally-regulated_adipose_and_cardiac_enriched_protein_homolog_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	19960756	19969081	.	+	.	LOC_00000167	geneID=LOC_00000167	protein_coding	function_unknown	chr1	7747	21.6597649569	16.4501124847	34.3275678687	24.1458151034	4.5937012611
chr1	EviAnn	gene	19969339	19982820	.	-	.	LOC_00000168	geneID=LOC_00000168	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	20451051	20475390	.	-	.	LOC_00000169	geneID=LOC_00000169	protein_coding	function_unknown	chr1	2414	8.1194529584	5.6668993184	2.1667848941	5.3177123903	2.4108057508
chr1	EviAnn	gene	20738319	20937069	.	-	.	LOC_00000170	geneID=LOC_00000170	protein_coding	KIF26A:_Kinesin-like_protein_KIF26A_(Homo_sapiens)	chr1	7767	2.4004434591	1.3286881364	0.4607756402	1.3966357452	0.4819558023
chr1	EviAnn	gene	21022873	21124729	.	-	.	LOC_00000171	geneID=LOC_00000171	protein_coding	ASPG:_60_kDa_lysophospholipase_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21173053	21315084	.	-	.	LOC_00000172	geneID=LOC_00000172	protein_coding	TDRD9:_ATP-dependent_RNA_helicase_TDRD9_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21303018	21305393	.	+	.	LOC_00000173	geneID=LOC_00000173	protein_coding	RD3L:_Protein_RD3-like_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21321678	21336822	.	+	.	LOC_00000174	geneID=LOC_00000174	protein_coding	function_unknown	chr1	9277	29.8109616411	26.0254550005	26.5888722301	27.4750962906	4.7800526322
chr1	EviAnn	gene	21352280	21448943	.	+	.	LOC_00000175	geneID=LOC_00000175	protein_coding	Ppp1r13b:_Apoptosis-stimulating_of_p53_protein_1_(Mus_musculus)	chr1	6436	45.9784993493	25.2453002416	29.8564969785	33.6934321898	5.0743954913
chr1	EviAnn	gene	21352298	21367115	.	+	.	LOC_00000176	geneID=LOC_00000176	protein_coding	function_unknown	chr1	12340	9.1621239829	3.8314130428	5.1311196318	6.0415522192	2.59491926
chr1	EviAnn	gene	21447128	21471875	.	-	.	LOC_00000177	geneID=LOC_00000177	protein_coding	ZFYVE21:_Zinc_finger_FYVE_domain-containing_protein_21_(Homo_sapiens)	chr1	3143	271.2744625218	268.9384375746	263.5586478121	267.9238493028	8.0656791985
chr1	EviAnn	gene	21471447	21492278	.	+	.	LOC_00000178	geneID=LOC_00000178	protein_coding	XRCC3:_DNA_repair_protein_XRCC3_(Homo_sapiens)	chr1	3143	26.237647762800002	26.5731335253	31.5324404162	28.1144072348	4.8132377242
chr1	EviAnn	gene	21495756	21552600	.	-	.	LOC_00000179	geneID=LOC_00000179	protein_coding	KLC1:_Kinesin_light_chain_1_(Pongo_abelii)	chr1	14575	136.0373020687	81.9863344211	89.7001295261	102.574588672	6.6805295588
chr1	EviAnn	gene	21588146	21606685	.	-	.	LOC_00000180	geneID=LOC_00000180	protein_coding	COA8:_Cytochrome_c_oxidase_assembly_factor_8_(Homo_sapiens)	chr1	3410	31.1929044828	25.8297136817	30.5973838599	29.2066673415	4.8682258422
chr1	EviAnn	gene	21606768	21622101	.	+	.	LOC_00000181	geneID=LOC_00000181	protein_coding	function_unknown	chr1	12821	135.9673072636	115.7217539331	120.4593249529	124.0494620499	6.9547716687
chr1	EviAnn	gene	21752005	21823912	.	-	.	LOC_00000182	geneID=LOC_00000182	protein_coding	Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)	chr1	3987	11.4508391704	6.5612739211	9.4596222802	9.1572451239	3.1949136416
chr1	EviAnn	gene	21847835	21865753	.	+	.	LOC_00000183	geneID=LOC_00000183	protein_coding	CKB:_Creatine_kinase_B-type_(Gallus_gallus)	chr1	1548	41.6910651762	31.1625514061	23.2969894665	32.0502020163	5.0022615452
chr1	EviAnn	gene	21888000	21985417	.	-	.	LOC_00000184	geneID=LOC_00000184	protein_coding	MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)	chr1	12930	107.8125141597	81.1316275849	88.89092366	92.6116884682	6.5331223816
chr1	EviAnn	gene	21985478	21991867	.	+	.	XLOC_000084U_lncRNA	geneID=XLOC_000084U_lncRNA	lncRNA	function_unknown	chr1	1003	11.4390639447	6.460568536	7.1362799544	8.345304145	3.0609646296
chr1	EviAnn	gene	22042955	22087750	.	-	.	LOC_00000185	geneID=LOC_00000185	protein_coding	EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)	chr1	15565	743.515393919	632.9228623535	641.2365198933	672.5582587219	9.3935154328
chr1	EviAnn	gene	22091003	22092690	.	+	.	XLOC_000086U_lncRNA	geneID=XLOC_000086U_lncRNA	lncRNA	function_unknown	chr1	960	4.4817895064	2.7499788834	1.1470655119	2.7929446339	1.4817869746
chr1	EviAnn	gene	22131021	22170518	.	-	.	LOC_00000186	geneID=LOC_00000186	protein_coding	Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)	chr1	4830	3.2167433311	2.1863186154	1.4819231458	2.2949950307	1.1984910298
chr1	EviAnn	gene	22225178	22307371	.	-	.	LOC_00000187	geneID=LOC_00000187	protein_coding	EXOC3L4:_Exocyst_complex_component_3-like_protein_4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	22435698	22512656	.	-	.	LOC_00000188	geneID=LOC_00000188	protein_coding	LBH:_Protein_LBH_(Pongo_abelii)	chr1	7146	17.0256991046	16.926822163	5.0852274583	13.0125829087	3.7018354505
chr1	EviAnn	gene	22617078	22783701	.	+	.	LOC_00000189	geneID=LOC_00000189	protein_coding	CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)	chr1	11452	35.7332571197	27.914560361	24.760268472	29.4693619842	4.8811439211
chr1	EviAnn	gene	22814980	22932850	.	-	.	LOC_00000190	geneID=LOC_00000190	protein_coding	AMN:_Protein_amnionless_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	22977143	23100522	.	-	.	LOC_00000191	geneID=LOC_00000191	protein_coding	Traf3:_TNF_receptor-associated_factor_3_(Mus_musculus)	chr1	15675	6.0996178291	16.2448513353	4.900000426	9.0814898634	3.1829289982
chr1	EviAnn	gene	23246593	23453823	.	-	.	LOC_00000192	geneID=LOC_00000192	protein_coding	RCOR1:_REST_corepressor_1_(Homo_sapiens)	chr1	12022	58.4349996537	38.2495815171	34.577985486	43.7541888856	5.4513492374
chr1	EviAnn	gene	23558034	23577570	.	+	.	LOC_00000193	geneID=LOC_00000193	protein_coding	Ankrd9:_Ankyrin_repeat_domain-containing_protein_9_(Mus_musculus)	chr1	15495	7.6976675098	22.7529714602	16.82510807	15.7585823467	3.9780658496
chr1	EviAnn	gene	23597525	23664965	.	-	.	LOC_00000194	geneID=LOC_00000194	protein_coding	TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)	chr1	9352	80.7156615988	100.7776692602	97.819470386	93.1042670817	6.5407753847
chr1	EviAnn	gene	23664571	23689789	.	+	.	LOC_00000195	geneID=LOC_00000195	protein_coding	CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)	chr1	20774	9.2164266735000009	13.5167923271	10.3762660535	11.0364950181	3.4642101671
chr1	EviAnn	gene	23671838	23795576	.	-	.	LOC_00000196	geneID=LOC_00000196	protein_coding	ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)	chr1	42974	78.0205847342	66.8827181412	81.94682568	75.6167095185	6.2406331663
chr1	EviAnn	gene	23695709	23717055	.	+	.	LOC_00000197	geneID=LOC_00000197	protein_coding	MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)	chr1	5796	12.7432524269	8.8612156002	12.0168767913	11.2071149395	3.4863430262
chr1	EviAnn	gene	23817982	23826546	.	+	.	LOC_00000198	geneID=LOC_00000198	protein_coding	HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)	chr1	3962	401.4983565929	762.5786975514	363.1235354984	509.0668632142	8.9917113488
chr1	EviAnn	gene	23883994	23956011	.	-	.	LOC_00000199	geneID=LOC_00000199	protein_coding	DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)	chr1	14341	367.0185898033	261.4023578454	260.5912724195	296.3374066894	8.2110969391
chr1	EviAnn	gene	23972119	24092759	.	-	.	LOC_00000200	geneID=LOC_00000200	protein_coding	PPP2R5C:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_gamma_isoform_(Homo_sapiens)	chr1	8477	47.2869238476	43.0903851719	47.5767646554	45.984691225	5.523081748
chr1	EviAnn	gene	24199848	24200713	.	-	.	LOC_00000201	geneID=LOC_00000201	protein_coding	DIO3:_Thyroxine_5-deiodinase_(Fragment)_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	24352062	24370344	.	-	.	XLOC_001685U_lncRNA	geneID=XLOC_001685U_lncRNA	lncRNA	function_unknown	chr1	1765	2.7085413448	2.7195258595	6.3949714658	3.94101289	1.9785664682
chr1	EviAnn	gene	24941586	24953341	.	-	.	LOC_00000202	geneID=LOC_00000202	protein_coding	DLK1:_Protein_delta_homolog_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25274858	25516131	.	+	.	LOC_00000203	geneID=LOC_00000203	protein_coding	BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25567058	25771277	.	-	.	LOC_00000204	geneID=LOC_00000204	protein_coding	WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)	chr1	7855	35.0555247964	20.8986301024	30.7013435037	28.8851661342	4.8522568873
chr1	EviAnn	gene	25745505	25830602	.	+	.	LOC_00000205	geneID=LOC_00000205	protein_coding	WARS1:_Tryptophan--tRNA_ligase,_cytoplasmic_(Pongo_abelii)	chr1	30788	12.5306106507	15.9723341527	13.6449679446	14.0493042493	3.8124267819
chr1	EviAnn	gene	25810690	25833730	.	-	.	LOC_00000206	geneID=LOC_00000206	protein_coding	Slc25a47:_Solute_carrier_family_25_member_47_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25850410	25879267	.	+	.	LOC_00000207	geneID=LOC_00000207	protein_coding	Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)	chr1	14755	16.3294479069	11.792522121	9.7580252832	12.6266651037	3.6584017464
chr1	EviAnn	gene	25873015	25898508	.	-	.	LOC_00000208	geneID=LOC_00000208	protein_coding	Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)	chr1	15145	98.5313063101	72.3243043244	101.8657795236	90.9071300527	6.5063215476
chr1	EviAnn	gene	25898645	25903004	.	+	.	XLOC_000095U_lncRNA	geneID=XLOC_000095U_lncRNA	lncRNA	function_unknown	chr1	4210	12.8314733613	10.2041971782	12.1627088958	11.7327931451	3.5524746016
chr1	EviAnn	gene	25925971	25957582	.	+	.	LOC_00000209	geneID=LOC_00000209	protein_coding	DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25959227	26200110	.	-	.	LOC_00000210	geneID=LOC_00000210	protein_coding	EVL:_Ena/VASP-like_protein_(Pongo_abelii)	chr1	3475	12.0374202571	10.083375809	8.9520623547	10.3576194736	3.3726205566
chr1	EviAnn	gene	26206539	26424335	.	-	.	LOC_00000211	geneID=LOC_00000211	protein_coding	EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)	chr1	26357	47.6207493485	38.5989372059	31.9091107988	39.3762657844	5.2992543958
chr1	EviAnn	gene	26368388	26415053	.	+	.	LOC_00000213	geneID=LOC_00000213	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	26368497	26439592	.	+	.	LOC_00000212	geneID=LOC_00000212	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	26503627	26516718	.	-	.	LOC_00000214	geneID=LOC_00000214	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
