Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Chr	length	TPM_SRR6344890	TPM_SRR6344891	TPM_SRR6344901	Fmean	log_2
chr1	EviAnn	gene	12391572	12405790	.	-	.	LOC_00000111	geneID=LOC_00000111	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12417679	12494736	.	-	.	LOC_00000113	geneID=LOC_00000113	protein_coding	Ccdc175:_Coiled-coil_domain-containing_protein_175_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12500590	12687816	.	-	.	LOC_00000114	geneID=LOC_00000114	protein_coding	RTN1:_Reticulon-1_(Pan_troglodytes)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12713357	12806894	.	+	.	LOC_00000115	geneID=LOC_00000115	protein_coding	LRRC9:_Leucine-rich_repeat-containing_protein_9_(Homo_sapiens)	chr1	8957	27.5082928307	19.2997239459	21.8751911336	22.8944026368	4.5169230174
chr1	EviAnn	gene	12834541	12861121	.	+	.	LOC_00000116	geneID=LOC_00000116	protein_coding	pcnx4:_Pecanex-like_protein_4_(Xenopus_laevis)	chr1	5356	44.5801744939	33.8515259471	38.0790989878	38.836933143	5.2793573741
chr1	EviAnn	gene	12859925	12898824	.	-	.	LOC_00000117	geneID=LOC_00000117	protein_coding	DHRS7:_Dehydrogenase/reductase_SDR_family_member_7_(Homo_sapiens)	chr1	2465	373.03203177	368.8363987266	316.865108399	352.9111796319	8.4631613228
chr1	EviAnn	gene	12899949	12902745	.	-	.	LOC_00000118	geneID=LOC_00000118	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	12936873	12994195	.	+	.	LOC_00000119	geneID=LOC_00000119	protein_coding	PPM1A:_Protein_phosphatase_1A_(Bos_taurus)	chr1	17392	35.2307806172	25.6020256349	38.0820692604	32.9716251708	5.0431530941
chr1	EviAnn	gene	13152991	13166476	.	+	.	LOC_00000120	geneID=LOC_00000120	protein_coding	SIX6:_Homeobox_protein_SIX6_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13233630	13241986	.	-	.	LOC_00000121	geneID=LOC_00000121	protein_coding	SIX1:_Homeobox_protein_SIX1_(Lagothrix_lagotricha)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13296379	13320019	.	-	.	LOC_00000122	geneID=LOC_00000122	protein_coding	Six4:_Homeobox_protein_SIX4_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13326776	13495427	.	+	.	LOC_00000123	geneID=LOC_00000123	protein_coding	MNAT1:_CDK-activating_kinase_assembly_factor_MAT1_(Homo_sapiens)	chr1	6356	25.2662242972	19.8102194843	29.7993839025	24.958609228	4.6414656398
chr1	EviAnn	gene	13450115	13506981	.	-	.	LOC_00000125	geneID=LOC_00000125	protein_coding	TRMT5:_tRNA_(guanine(37)-N(1))-methyltransferase_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13463918	13506911	.	-	.	LOC_00000124	geneID=LOC_00000124	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13506809	13587676	.	+	.	LOC_00000126	geneID=LOC_00000126	protein_coding	Slc38a6:_Solute_carrier_family_38_member_6_(Rattus_norvegicus)	chr1	3971	15.7074018979	11.514195906	22.1290270168	16.4502082736	4.0400339447
chr1	EviAnn	gene	13634755	13637267	.	+	.	XLOC_000054U_lncRNA	geneID=XLOC_000054U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	13717847	13868823	.	+	.	LOC_00000127	geneID=LOC_00000127	protein_coding	PRKCH:_Protein_kinase_C_eta_type_(Homo_sapiens)	chr1	2077	4.7560183017	1.7780458331	5.8602730966	4.1314457438	2.0466467217
chr1	EviAnn	gene	13986936	14054955	.	+	.	LOC_00000128	geneID=LOC_00000128	protein_coding	HIF1A:_Hypoxia-inducible_factor_1-alpha_(Gallus_gallus)	chr1	4552	76.8211885863	72.4754188899	100.0445882706	83.1137319156	6.3770149513
chr1	EviAnn	gene	14063018	14094863	.	+	.	LOC_00000129	geneID=LOC_00000129	protein_coding	SNAPC1:_snRNA-activating_protein_complex_subunit_1_(Macaca_fascicularis)	chr1	3937	126.7444103358	85.4942038045	101.9487186837	104.7291109413	6.7105187053
chr1	EviAnn	gene	14174319	14217696	.	+	.	LOC_00000130	geneID=LOC_00000130	protein_coding	SYT16:_Synaptotagmin-16_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	14583615	14905766	.	-	.	LOC_00000131	geneID=LOC_00000131	protein_coding	KCNH5:_Voltage-gated_delayed_rectifier_potassium_channel_KCNH5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	14976431	15081960	.	+	.	LOC_00000132	geneID=LOC_00000132	protein_coding	RHOJ:_Rho-related_GTP-binding_protein_RhoJ_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15095560	15100031	.	-	.	LOC_00000133	geneID=LOC_00000133	protein_coding	GPHB5:_Glycoprotein_hormone_beta-5_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15133054	15240112	.	-	.	LOC_00000134	geneID=LOC_00000134	protein_coding	PPP2R5E:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_epsilon_isoform_(Homo_sapiens)	chr1	7255	45.6712238447	38.5164838663	53.523046128	45.903584613	5.520534913
chr1	EviAnn	gene	15210685	15236307	.	+	.	LOC_00000135	geneID=LOC_00000135	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15276402	15316257	.	-	.	LOC_00000137	geneID=LOC_00000137	protein_coding	gag:_Gag_polyprotein_(Fragment)_(Avian_spleen_necrosis_virus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15277659	15278873	.	-	.	LOC_00000136	geneID=LOC_00000136	protein_coding	WDR89:_WD_repeat-containing_protein_89_(Bos_taurus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15307030	15316257	.	-	.	XLOC_001654U_lncRNA	geneID=XLOC_001654U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15336455	15368267	.	-	.	LOC_00000138	geneID=LOC_00000138	protein_coding	SGPP1:_Sphingosine-1-phosphate_phosphatase_1_(Homo_sapiens)	chr1	10095	55.1890342456	21.8449656784	11.7925722125	29.6088573788	4.8879569121
chr1	EviAnn	gene	15429139	15529101	.	+	.	LOC_00000139	geneID=LOC_00000139	protein_coding	SYNE2:_Nesprin-2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15679705	15679797	.	-	.	LOC_00000140	geneID=LOC_00000140	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15774864	15879669	.	-	.	LOC_00000141	geneID=LOC_00000141	protein_coding	ESR2:_Estrogen_receptor_beta_(Sturnus_vulgaris)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	15947739	16045389	.	+	.	LOC_00000142	geneID=LOC_00000142	protein_coding	Mthfd1:_C-1-tetrahydrofolate_synthase,_cytoplasmic_(Rattus_norvegicus)	chr1	3569	28.0733198932	10.4459866498	11.9780587575	16.8324551002	4.0731737114
chr1	EviAnn	gene	16057270	16072894	.	+	.	LOC_00000143	geneID=LOC_00000143	protein_coding	AKAP5:_A-kinase_anchor_protein_5_(Bos_taurus)	chr1	6044	5.1833494912999996	2.8223276603	1.3753209884	3.12699938	1.6447789332
chr1	EviAnn	gene	16082285	16168096	.	-	.	LOC_00000144	geneID=LOC_00000144	protein_coding	ZBTB25:_Zinc_finger_and_BTB_domain-containing_protein_25_(Gorilla_gorilla_gorilla)	chr1	8717	20.0093692383	23.9667722081	21.2514241204	21.7425218556	4.4424473792
chr1	EviAnn	gene	16096632	16124110	.	+	.	LOC_00000145	geneID=LOC_00000145	protein_coding	ZBTB1:_Zinc_finger_and_BTB_domain-containing_protein_1_(Homo_sapiens)	chr1	6140	9.1933457539	6.0719424028	10.733839529799999	8.6663758955	3.1154288134
chr1	EviAnn	gene	16135387	16138245	.	+	.	LOC_00000146	geneID=LOC_00000146	protein_coding	Heat_shock_70_kDa_protein_(Gallus_gallus)	chr1	2859	28.8257532971	33.8305211189	34.8895700057	32.5152814739	5.0230460076
chr1	EviAnn	gene	16148316	16184244	.	+	.	LOC_00000147	geneID=LOC_00000147	protein_coding	PPP1R36:_Protein_phosphatase_1_regulatory_subunit_36_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	16203626	16481870	.	+	.	LOC_00000148	geneID=LOC_00000148	protein_coding	Brf1:_Transcription_factor_IIIB_90_kDa_subunit_(Mus_musculus)	chr1	28865	43.2373577052	25.9170804733	47.1047183275	38.7530521687	5.2762380356
chr1	EviAnn	gene	16313448	16319468	.	-	.	LOC_00000149	geneID=LOC_00000149	protein_coding	btbd6:_BTB/POZ_domain-containing_protein_6_(Xenopus_laevis)	chr1	4447	8.8853159546	7.7113006425	12.3502313756	9.6489493242	3.2703718556
chr1	EviAnn	gene	17299768	17303024	.	+	.	LOC_00000150	geneID=LOC_00000150	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17304203	17377192	.	+	.	LOC_00000151	geneID=LOC_00000151	protein_coding	NUDT14:_Uridine_diphosphate_glucose_pyrophosphatase_NUDT14_(Homo_sapiens)	chr1	3889	52.9055890913	34.2761011656	55.0386555379	47.4067819316	5.5670215582
chr1	EviAnn	gene	17373509	17376904	.	-	.	XLOC_001663U_lncRNA	geneID=XLOC_001663U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17464261	17590407	.	+	.	LOC_00000152	geneID=LOC_00000152	protein_coding	JAG2:_Protein_jagged-2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	17869494	17892744	.	+	.	LOC_00000153	geneID=LOC_00000153	protein_coding	Gpr132:_Probable_G-protein_coupled_receptor_132_(Mus_musculus)	chr1	2310	6.5977180047	2.3599883953	7.3254341848	5.4277135283	2.4403445781
chr1	EviAnn	gene	17899799	17903399	.	+	.	XLOC_000070U_lncRNA	geneID=XLOC_000070U_lncRNA	lncRNA	function_unknown	chr1	2989	4.6268149942	5.5304706522	6.2572733761	5.4715196741	2.4519415866
chr1	EviAnn	gene	17899799	17933840	.	+	.	LOC_00000154	geneID=LOC_00000154	protein_coding	CDCA4:_Cell_division_cycle-associated_protein_4_(Homo_sapiens)	chr1	13632	32.6500676346	28.7161184499	34.1255699939	31.8305853595	4.992341783
chr1	EviAnn	gene	17944093	17975137	.	+	.	LOC_00000156	geneID=LOC_00000156	protein_coding	Sertad2:_SERTA_domain-containing_protein_2_(Mus_musculus)	chr1	5693	13.9308336229	9.9774943841	16.6870393292	13.5317891121	3.7582806934
chr1	EviAnn	gene	17944130	17954201	.	+	.	LOC_00000155	geneID=LOC_00000155	protein_coding	function_unknown	chr1	2401	7.5231510776	3.1494625533	8.5315398899	6.4013845069	2.6783839684
chr1	EviAnn	gene	17977224	18004084	.	-	.	LOC_00000157	geneID=LOC_00000157	protein_coding	Clba1:_Uncharacterized_protein_CLBA1_(Mus_musculus)	chr1	3357	23.6247351252	24.201973875	30.8634577939	26.230055598	4.7131489605
chr1	EviAnn	gene	18046807	18081318	.	+	.	LOC_00000158	geneID=LOC_00000158	protein_coding	adss1-a:_Adenylosuccinate_synthetase_isozyme_1_A_(Xenopus_laevis)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	18088563	18094617	.	+	.	LOC_00000159	geneID=LOC_00000159	protein_coding	SIVA1:_Apoptosis_regulatory_protein_Siva_(Homo_sapiens)	chr1	1784	100.4594612105	112.6708404418	114.1562675558	109.0955230694	6.7694480891
chr1	EviAnn	gene	18100716	18244078	.	-	.	LOC_00000160	geneID=LOC_00000160	protein_coding	V-AKT:_AKT_kinase-transforming_protein_(AKT8_murine_leukemia_virus)	chr1	6496	21.2024366913	16.5136840926	17.7319380107	18.4826862649	4.2081025475
chr1	EviAnn	gene	18200311	18244104	.	-	.	LOC_00000161	geneID=LOC_00000161	protein_coding	Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)	chr1	10293	7.7873256542	4.4592178318	5.3646509071	5.870398131	2.5534583504
chr1	EviAnn	gene	18312111	18323368	.	+	.	LOC_00000162	geneID=LOC_00000162	protein_coding	zbtb18.2:_Zinc_finger_and_BTB_domain-containing_protein_18.2_(Xenopus_laevis)	chr1	9642	26.0223553536	30.0755571911	30.0198130668	28.7059085372	4.8432758123
chr1	EviAnn	gene	18508120	18526403	.	+	.	LOC_00000163	geneID=LOC_00000163	protein_coding	PLD4:_5'-3'_exonuclease_PLD4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	18753753	18843929	.	-	.	LOC_00000164	geneID=LOC_00000164	protein_coding	Inf2:_Inverted_formin-2_(Mus_musculus)	chr1	8680	10.0473313163	5.6930729422	17.648202221	11.1295354931	3.4763214759
chr1	EviAnn	gene	19023046	19051451	.	+	.	LOC_00000165	geneID=LOC_00000165	protein_coding	TMEM179:_Transmembrane_protein_179_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	19056140	19098751	.	-	.	LOC_00000166	geneID=LOC_00000166	protein_coding	NRAC:_Nutritionally-regulated_adipose_and_cardiac_enriched_protein_homolog_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	19960756	19969081	.	+	.	LOC_00000167	geneID=LOC_00000167	protein_coding	function_unknown	chr1	7747	26.3400570141	14.9366254621	41.9231841769	27.7332888844	4.7935468103
chr1	EviAnn	gene	19969339	19982820	.	-	.	LOC_00000168	geneID=LOC_00000168	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	20451051	20475390	.	-	.	LOC_00000169	geneID=LOC_00000169	protein_coding	function_unknown	chr1	2414	6.6642235852	2.695408613	7.6247378882	5.6614566955	2.5011733069
chr1	EviAnn	gene	20738319	20937069	.	-	.	LOC_00000170	geneID=LOC_00000170	protein_coding	KIF26A:_Kinesin-like_protein_KIF26A_(Homo_sapiens)	chr1	7767	1.6352011277	1.335853584	1.4142263146	1.4617603421	0.5477067986
chr1	EviAnn	gene	21022873	21124729	.	-	.	LOC_00000171	geneID=LOC_00000171	protein_coding	ASPG:_60_kDa_lysophospholipase_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21173053	21315084	.	-	.	LOC_00000172	geneID=LOC_00000172	protein_coding	TDRD9:_ATP-dependent_RNA_helicase_TDRD9_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21303018	21305393	.	+	.	LOC_00000173	geneID=LOC_00000173	protein_coding	RD3L:_Protein_RD3-like_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	21321678	21336822	.	+	.	LOC_00000174	geneID=LOC_00000174	protein_coding	function_unknown	chr1	9277	25.7684219364	27.8277858442	27.2968145719	26.9643407842	4.7529808586
chr1	EviAnn	gene	21352280	21448943	.	+	.	LOC_00000175	geneID=LOC_00000175	protein_coding	Ppp1r13b:_Apoptosis-stimulating_of_p53_protein_1_(Mus_musculus)	chr1	6436	33.5911369512	30.0290650339	33.8110325817	32.4770781889	5.0213499407
chr1	EviAnn	gene	21352298	21367115	.	+	.	LOC_00000176	geneID=LOC_00000176	protein_coding	function_unknown	chr1	12340	7.6619906326	4.7455792161	7.1932726792	6.5336141759	2.707881263
chr1	EviAnn	gene	21447128	21471875	.	-	.	LOC_00000177	geneID=LOC_00000177	protein_coding	ZFYVE21:_Zinc_finger_FYVE_domain-containing_protein_21_(Homo_sapiens)	chr1	3143	300.5545456304	282.2779423762	293.4724699711	292.1016526593	8.1903267105
chr1	EviAnn	gene	21471447	21492278	.	+	.	LOC_00000178	geneID=LOC_00000178	protein_coding	XRCC3:_DNA_repair_protein_XRCC3_(Homo_sapiens)	chr1	3143	25.8618790384	18.1284545748	23.2359921509	22.4087752547	4.4859918958
chr1	EviAnn	gene	21495756	21552600	.	-	.	LOC_00000179	geneID=LOC_00000179	protein_coding	KLC1:_Kinesin_light_chain_1_(Pongo_abelii)	chr1	14575	135.182677457	79.4886608678	111.0701681296	108.5805021515	6.7626212508
chr1	EviAnn	gene	21588146	21606685	.	-	.	LOC_00000180	geneID=LOC_00000180	protein_coding	COA8:_Cytochrome_c_oxidase_assembly_factor_8_(Homo_sapiens)	chr1	3410	36.8313469258	29.2923429545	32.5602490589	32.8946463131	5.0397808957
chr1	EviAnn	gene	21606768	21622101	.	+	.	LOC_00000181	geneID=LOC_00000181	protein_coding	function_unknown	chr1	12821	134.3927180334	122.1440109226	148.5637831503	135.0335040354	7.0771735979
chr1	EviAnn	gene	21752005	21823912	.	-	.	LOC_00000182	geneID=LOC_00000182	protein_coding	Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)	chr1	3987	12.3880737554	12.8353260938	13.8495991438	13.0243329977	3.703137586
chr1	EviAnn	gene	21847835	21865753	.	+	.	LOC_00000183	geneID=LOC_00000183	protein_coding	CKB:_Creatine_kinase_B-type_(Gallus_gallus)	chr1	1548	38.6524363726	27.8326963476	48.1363615153	38.2071647451	5.2557712979
chr1	EviAnn	gene	21888000	21985417	.	-	.	LOC_00000184	geneID=LOC_00000184	protein_coding	MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)	chr1	12930	100.1904045027	75.4703481498	102.8378604608	92.8328710378	6.5365638322
chr1	EviAnn	gene	21985478	21991867	.	+	.	XLOC_000084U_lncRNA	geneID=XLOC_000084U_lncRNA	lncRNA	function_unknown	chr1	1003	9.5673123608	6.3119234218	9.175532035	8.3515892725	3.0620507625
chr1	EviAnn	gene	22042955	22087750	.	-	.	LOC_00000185	geneID=LOC_00000185	protein_coding	EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)	chr1	15565	780.3595384167	654.9819200532	669.1798432601	701.5071005767	9.4543138965
chr1	EviAnn	gene	22091003	22092690	.	+	.	XLOC_000086U_lncRNA	geneID=XLOC_000086U_lncRNA	lncRNA	function_unknown	chr1	960	2.9399553609	4.3964299945	6.1848512305	4.507078862	2.1721926936
chr1	EviAnn	gene	22131021	22170518	.	-	.	LOC_00000186	geneID=LOC_00000186	protein_coding	Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)	chr1	4830	4.2656743621	0.9830526696	2.6429674824	2.630564838	1.39537261
chr1	EviAnn	gene	22225178	22307371	.	-	.	LOC_00000187	geneID=LOC_00000187	protein_coding	EXOC3L4:_Exocyst_complex_component_3-like_protein_4_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	22435698	22512656	.	-	.	LOC_00000188	geneID=LOC_00000188	protein_coding	LBH:_Protein_LBH_(Pongo_abelii)	chr1	7146	13.7444764479	10.4342922903	17.822342085	14.0003702744	3.8073930782
chr1	EviAnn	gene	22617078	22783701	.	+	.	LOC_00000189	geneID=LOC_00000189	protein_coding	CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)	chr1	11452	31.7921823168	22.7729852666	37.8738427433	30.8130034422	4.9454674082
chr1	EviAnn	gene	22814980	22932850	.	-	.	LOC_00000190	geneID=LOC_00000190	protein_coding	AMN:_Protein_amnionless_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	22977143	23100522	.	-	.	LOC_00000191	geneID=LOC_00000191	protein_coding	Traf3:_TNF_receptor-associated_factor_3_(Mus_musculus)	chr1	15675	6.481968566	3.6798189172	7.537824428	5.8998706371	2.5606833217
chr1	EviAnn	gene	23246593	23453823	.	-	.	LOC_00000192	geneID=LOC_00000192	protein_coding	RCOR1:_REST_corepressor_1_(Homo_sapiens)	chr1	12022	49.1365289263	36.7161513431	44.7457678114	43.5328160269	5.4440314423
chr1	EviAnn	gene	23558034	23577570	.	+	.	LOC_00000193	geneID=LOC_00000193	protein_coding	Ankrd9:_Ankyrin_repeat_domain-containing_protein_9_(Mus_musculus)	chr1	15495	7.7958622696	11.542224729	7.9702555258	9.1027808415	3.1863073468
chr1	EviAnn	gene	23597525	23664965	.	-	.	LOC_00000194	geneID=LOC_00000194	protein_coding	TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)	chr1	9352	80.155908693	70.6287042742	97.7407541772	82.8417890481	6.3722868052
chr1	EviAnn	gene	23664571	23689789	.	+	.	LOC_00000195	geneID=LOC_00000195	protein_coding	CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)	chr1	20774	8.0700883075	8.6599554912	11.5468022589	9.4256153525	3.236586808
chr1	EviAnn	gene	23671838	23795576	.	-	.	LOC_00000196	geneID=LOC_00000196	protein_coding	ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)	chr1	42974	67.1601996081	41.1836659046	80.846629814600007	63.0634984424	5.9787333005
chr1	EviAnn	gene	23695709	23717055	.	+	.	LOC_00000197	geneID=LOC_00000197	protein_coding	MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)	chr1	5796	12.2224231152	6.3716376732	12.8562953115	10.4834520333	3.3900419464
chr1	EviAnn	gene	23817982	23826546	.	+	.	LOC_00000198	geneID=LOC_00000198	protein_coding	HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)	chr1	3962	376.9079167557	561.8375655758	650.2429760166	529.6628194494	9.0489304296
chr1	EviAnn	gene	23883994	23956011	.	-	.	LOC_00000199	geneID=LOC_00000199	protein_coding	DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)	chr1	14341	374.221610346	285.0184014001	388.3091200312	349.1830439258	8.4478396942
chr1	EviAnn	gene	23972119	24092759	.	-	.	LOC_00000200	geneID=LOC_00000200	protein_coding	PPP2R5C:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_gamma_isoform_(Homo_sapiens)	chr1	8477	50.6406183762	44.4569988354	47.8036395689	47.6337522602	5.5739122937
chr1	EviAnn	gene	24199848	24200713	.	-	.	LOC_00000201	geneID=LOC_00000201	protein_coding	DIO3:_Thyroxine_5-deiodinase_(Fragment)_(Gallus_gallus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	24352062	24370344	.	-	.	XLOC_001685U_lncRNA	geneID=XLOC_001685U_lncRNA	lncRNA	function_unknown	chr1	1765	1.5990692048	1.2952654941	14.6333930531	5.8425759173	2.5466045752
chr1	EviAnn	gene	24941586	24953341	.	-	.	LOC_00000202	geneID=LOC_00000202	protein_coding	DLK1:_Protein_delta_homolog_1_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25274858	25516131	.	+	.	LOC_00000203	geneID=LOC_00000203	protein_coding	BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25567058	25771277	.	-	.	LOC_00000204	geneID=LOC_00000204	protein_coding	WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)	chr1	7855	30.5051714492	23.4625519248	32.1628011541	28.7101748427	4.8434902114
chr1	EviAnn	gene	25745505	25830602	.	+	.	LOC_00000205	geneID=LOC_00000205	protein_coding	WARS1:_Tryptophan--tRNA_ligase,_cytoplasmic_(Pongo_abelii)	chr1	30788	14.5206370013	14.2853987479	16.5947184115	15.1335847202	3.9196818568
chr1	EviAnn	gene	25810690	25833730	.	-	.	LOC_00000206	geneID=LOC_00000206	protein_coding	Slc25a47:_Solute_carrier_family_25_member_47_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25850410	25879267	.	+	.	LOC_00000207	geneID=LOC_00000207	protein_coding	Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)	chr1	14755	11.0178089892	9.3440897748	17.4039324359	12.5886104	3.6540471341
chr1	EviAnn	gene	25873015	25898508	.	-	.	LOC_00000208	geneID=LOC_00000208	protein_coding	Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)	chr1	15145	86.2081489566	79.8992005074	101.3425342604	89.1499612414	6.4781622655
chr1	EviAnn	gene	25898645	25903004	.	+	.	XLOC_000095U_lncRNA	geneID=XLOC_000095U_lncRNA	lncRNA	function_unknown	chr1	4210	12.0000458246	8.8555169485	9.6607082404	10.1720903378	3.3465442746
chr1	EviAnn	gene	25925971	25957582	.	+	.	LOC_00000209	geneID=LOC_00000209	protein_coding	DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	25959227	26200110	.	-	.	LOC_00000210	geneID=LOC_00000210	protein_coding	EVL:_Ena/VASP-like_protein_(Pongo_abelii)	chr1	3475	9.3401747293	3.2894152477	12.1312074784	8.2535991518	3.0450233734
chr1	EviAnn	gene	26206539	26424335	.	-	.	LOC_00000211	geneID=LOC_00000211	protein_coding	EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)	chr1	26357	46.784073957	27.4691388054	42.6662514756	38.973154746	5.2844088124
chr1	EviAnn	gene	26368388	26415053	.	+	.	LOC_00000213	geneID=LOC_00000213	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	26368497	26439592	.	+	.	LOC_00000212	geneID=LOC_00000212	protein_coding	function_unknown	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	26503627	26516718	.	-	.	LOC_00000214	geneID=LOC_00000214	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	NA	NA	NA	NA	NA	NA	NA
chr1	EviAnn	gene	26525230	26662101	.	-	.	LOC_00000215	geneID=LOC_00000215	protein_coding	CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)	chr1	4134	810.249990664	528.5500017568	731.8411482209	690.2137135473	9.4308993281
