"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","rna_10","rna_16","rna_KI01","Mmean","value"
"chr1","EviAnn","gene",21752005,21823912,".","-",".","LOC_00000182","geneID=LOC_00000182","protein_coding","Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)",3003.33,0,1.26531,0.660158,0.641822666666667,-0.639753354020915
"chr1","EviAnn","gene",21888000,21985417,".","-",".","LOC_00000184","geneID=LOC_00000184","protein_coding","MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)",12413,1.47746,3.10292,2.08898,2.22312,1.15258582453781
"chr1","EviAnn","gene",22042955,22087750,".","-",".","LOC_00000185","geneID=LOC_00000185","protein_coding","EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)",14742.7,114.069,58.7058,66.3321,79.7023,6.31654945211084
"chr1","EviAnn","gene",22131021,22170518,".","-",".","LOC_00000186","geneID=LOC_00000186","protein_coding","Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)",4830,1.29736,0.501566,1.04792,0.948948666666667,-0.0755980480503428
"chr1","EviAnn","gene",22617078,22783701,".","+",".","LOC_00000189","geneID=LOC_00000189","protein_coding","CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)",8083.61,28.7247,21.7397,24.8503,25.1049,4.64989707323744
"chr1","EviAnn","gene",23246593,23453823,".","-",".","LOC_00000192","geneID=LOC_00000192","protein_coding","RCOR1:_REST_corepressor_1_(Homo_sapiens)",981,2.53703,1.87769,5.96945,3.46139,1.79135150127435
"chr1","EviAnn","gene",23597525,23664965,".","-",".","LOC_00000194","geneID=LOC_00000194","protein_coding","TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)",9352,0.438018,2.27612,1.32002,1.34471933333333,0.427305088274981
"chr1","EviAnn","gene",23664571,23689789,".","+",".","LOC_00000195","geneID=LOC_00000195","protein_coding","CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)",13667.2,351.348,323.793,347.315,340.818666666667,8.41286054402958
"chr1","EviAnn","gene",23671838,23795576,".","-",".","LOC_00000196","geneID=LOC_00000196","protein_coding","ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)",5491.1,220.666,204.958,235.102,220.242,7.78294580587869
"chr1","EviAnn","gene",23695709,23717055,".","+",".","LOC_00000197","geneID=LOC_00000197","protein_coding","MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)",5796,266.297,315.653,308.753,296.901,8.21383814228626
"chr1","EviAnn","gene",23817982,23826546,".","+",".","LOC_00000198","geneID=LOC_00000198","protein_coding","HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)",2798,3.07764,5.32228,6.68968,5.02986666666667,2.33052015711066
"chr1","EviAnn","gene",23883994,23956011,".","-",".","LOC_00000199","geneID=LOC_00000199","protein_coding","DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)",14274,0.854821,0.164556,0.515388,0.511588333333333,-0.966944730656204
"chr1","EviAnn","gene",24941586,24953341,".","-",".","LOC_00000202","geneID=LOC_00000202","protein_coding","DLK1:_Protein_delta_homolog_1_(Homo_sapiens)",1395.33,0,1.16347,0,0.387823333333333,-1.36652848929824
"chr1","EviAnn","gene",25274858,25516131,".","+",".","LOC_00000203","geneID=LOC_00000203","protein_coding","BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)",1914,1.16396,0,0,0.387986666666667,-1.36592102047599
"chr1","EviAnn","gene",25567058,25771277,".","-",".","LOC_00000204","geneID=LOC_00000204","protein_coding","WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)",7855,0.623543,1.76139,1.17396,1.18629766666667,0.246466057389275
"chr1","EviAnn","gene",25850410,25879267,".","+",".","LOC_00000207","geneID=LOC_00000207","protein_coding","Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)",2307.55,59.9248,97.9245,103.501,87.1167666666667,6.44487850439983
"chr1","EviAnn","gene",25873015,25898508,".","-",".","LOC_00000208","geneID=LOC_00000208","protein_coding","Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)",13113.2,6.72672,9.60147,7.09338,7.80719,2.96480338030839
"chr1","EviAnn","gene",25925971,25957582,".","+",".","LOC_00000209","geneID=LOC_00000209","protein_coding","DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)",1931,3.45778,1.32732,2.76796,2.51768666666667,1.33209874668914
"chr1","EviAnn","gene",26206539,26424335,".","-",".","LOC_00000211","geneID=LOC_00000211","protein_coding","EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)",17542,3.04363,1.611,1.81879,2.15780666666667,1.10956560924848
"chr1","EviAnn","gene",26368388,26415053,".","+",".","LOC_00000213","geneID=LOC_00000213","protein_coding","function_unknown",45543.8,391.701,240.073,260.05,297.274666666667,8.21565271379519
"chr1","EviAnn","gene",26368497,26439592,".","+",".","LOC_00000212","geneID=LOC_00000212","protein_coding","function_unknown",22427,1.61483,0,0,0.538276666666667,-0.89358020643117
"chr1","EviAnn","gene",26525230,26662101,".","-",".","LOC_00000215","geneID=LOC_00000215","protein_coding","CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)",3074,100.191,39.314,41.0154,60.1734666666667,5.91105556946698
"chr1","EviAnn","gene",26643072,26708448,".","+",".","LOC_00000216","geneID=LOC_00000216","protein_coding","CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)",17544,1466.91,1320.23,1220.52,1335.88666666667,10.383581902973
"chr1","EviAnn","gene",26662043,26708448,".","+",".","LOC_00000217","geneID=LOC_00000217","protein_coding","F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)",5717,2.80118,2.8507,1.7506,2.46749333333333,1.30304618681747
"chr1","EviAnn","gene",26720464,26765543,".","-",".","LOC_00000218","geneID=LOC_00000218","protein_coding","Hhipl1:_HHIP-like_protein_1_(Mus_musculus)",8349.69,2546.68,1954.6,1357.81,1953.03,10.9314983949307
"chr1","EviAnn","gene",27038815,27066286,".","-",".","LOC_00000220","geneID=LOC_00000220","protein_coding","CCNK:_Cyclin-K_(Homo_sapiens)",1152,4.17207,1.86776,0,2.01327666666667,1.00954544260263
"chr1","EviAnn","gene",27065927,27134568,".","+",".","LOC_00000221","geneID=LOC_00000221","protein_coding","SETD3:_Actin-histidine_N-methyltransferase_(Gallus_gallus)",3079,11.8077,7.78747,16.7121,12.1024233333333,3.59722404990248
"chr1","EviAnn","gene",30112621,30153839,".","-",".","LOC_00000224","geneID=LOC_00000224","protein_coding","VRK1:_Serine/threonine-protein_kinase_VRK1_(Bos_taurus)",4360,16.0217,22.0627,17.2111,18.4318333333333,4.20412767151869
"chr1","EviAnn","gene",30379453,30442143,".","-",".","LOC_00000225","geneID=LOC_00000225","protein_coding","Papola:_Poly(A)_polymerase_alpha_(Mus_musculus)",15633,7.0383,15.3544,13.5529,11.9818666666667,3.58278077938778
"chr1","EviAnn","gene",30500321,30503710,".","-",".","LOC_00000227","geneID=LOC_00000227","protein_coding","Gskip:_GSK3B-interacting_protein_(Rattus_norvegicus)",2094,0,0,3.79804,1.26601333333333,0.34029259894681
"chr1","EviAnn","gene",30506662,30580667,".","+",".","LOC_00000228","geneID=LOC_00000228","protein_coding","ATG2B:_Autophagy-related_protein_2_homolog_B_(Homo_sapiens)",10086.5,5.71435,3.76169,4.51242,4.66282,2.22120273803731
"chr1","EviAnn","gene",31361156,31508417,".","+",".","LOC_00000232","geneID=LOC_00000232","protein_coding","SYNE3:_Nesprin-3_(Homo_sapiens)",21835.6,80.8194,85.1317,148.774,104.908366666667,6.712985930294
"chr1","EviAnn","gene",31724206,31795342,".","+",".","LOC_00000234","geneID=LOC_00000234","protein_coding","DICER1:_Endoribonuclease_Dicer_(Gallus_gallus)",23569.6,7.12343,4.12434,5.59165,5.61314,2.48880804269321
"chr1","EviAnn","gene",32369290,32379479,".","+",".","LOC_00000239","geneID=LOC_00000239","protein_coding","Alpha-1-antiproteinase_(Didelphis_virginiana)",792,3.33253,7.62618,19.8276,10.2621033333333,3.35925455269138
"chr1","EviAnn","gene",32396443,32737402,".","+",".","LOC_00000240","geneID=LOC_00000240","protein_coding","Alpha-1-antitrypsin-like_protein_CM55-MS_(Tamias_sibiricus)",9660,56.1497,66.7982,123.955,82.3009666666667,6.36283747082
"chr1","EviAnn","gene",32401323,32413502,".","+",".","LOC_00000241","geneID=LOC_00000241","protein_coding","jockey\pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_funebris)",10538,59.1221,50.9625,65.2514,58.4453333333333,5.86901592981303
"chr1","EviAnn","gene",33069077,33100271,".","+",".","LOC_00000250","geneID=LOC_00000250","protein_coding","DDX24:_ATP-dependent_RNA_helicase_DDX24_(Homo_sapiens)",5913,1.80776,1.23425,4.34312,2.46171,1.29966081616662
"chr1","EviAnn","gene",33202473,33220341,".","+",".","LOC_00000251","geneID=LOC_00000251","protein_coding","ASB2:_Ankyrin_repeat_and_SOCS_box_protein_2_(Homo_sapiens)",855,6.03425,0,0,2.01141666666667,1.00821196810166
"chr1","EviAnn","gene",33228303,33240578,".","-",".","LOC_00000252","geneID=LOC_00000252","protein_coding","FAM181A:_Protein_FAM181A_(Homo_sapiens)",12276,72.22,19.3473,63.4886,51.6853,5.69168211173933
"chr1","EviAnn","gene",33368140,33384585,".","+",".","LOC_00000255","geneID=LOC_00000255","protein_coding","function_unknown",15764,0.490207,0.566742,0,0.352316333333333,-1.50505673537444
"chr1","EviAnn","gene",33499744,33723390,".","-",".","LOC_00000256","geneID=LOC_00000256","protein_coding","UNC79:_Protein_unc-79_homolog_(Homo_sapiens)",3723,0,0.802103,0,0.267367666666667,-1.90310308704813
"chr1","EviAnn","gene",33772585,33859190,".","+",".","LOC_00000257","geneID=LOC_00000257","protein_coding","BTBD7:_BTB/POZ_domain-containing_protein_7_(Homo_sapiens)",10941.5,108.418,50.4379,63.9587,74.2715333333333,6.21473745789619
"chr1","EviAnn","gene",33862057,33880250,".","-",".","LOC_00000258","geneID=LOC_00000258","protein_coding","UBR7:_Putative_E3_ubiquitin-protein_ligase_UBR7_(Homo_sapiens)",3733,5.0972,1.96001,7.91116,4.98945666666667,2.31888271997457
"chr1","EviAnn","gene",33880326,33882728,".","+",".","LOC_00000259","geneID=LOC_00000259","protein_coding","GON7:_EKC/KEOPS_complex_subunit_GON7_(Bos_taurus)",878,11.6657,13.3645,38.2386,21.0896,4.39845982712238
"chr1","EviAnn","gene",33885829,33896154,".","-",".","LOC_00000260","geneID=LOC_00000260","protein_coding","Lyset:_Lysosomal_enzyme_trafficking_factor_(Rattus_norvegicus)",2230.74,5.89975,6.3221,1.60223,4.60802666666667,2.2041490656857
"chr1","EviAnn","gene",33988034,34045103,".","+",".","LOC_00000262","geneID=LOC_00000262","protein_coding","function_unknown",29088,1.33457,2.01122,1.49618,1.61399,0.690631639957018
"chr1","EviAnn","gene",34147485,34181807,".","-",".","LOC_00000263","geneID=LOC_00000263","protein_coding","CHGA:_Chromogranin-A_(Fragment)_(Sus_scrofa)",1858,0,4.60535,1.20071,1.93535333333333,0.952596980174728
"chr1","EviAnn","gene",34317372,34369874,".","+",".","LOC_00000265","geneID=LOC_00000265","protein_coding","LGMN:_Legumain_(Bos_taurus)",3181.2,0,3.57279,0,1.19093,0.252088617550693
"chr1","EviAnn","gene",34403267,34484317,".","-",".","LOC_00000266","geneID=LOC_00000266","protein_coding","RIN3:_Ras_and_Rab_interactor_3_(Homo_sapiens)",2946,0,0.839511,0,0.279837,-1.83734136688281
"chr1","EviAnn","gene",34800819,34845648,".","-",".","LOC_00000268","geneID=LOC_00000268","protein_coding","CPSF2:_Cleavage_and_polyadenylation_specificity_factor_subunit_2_(Bos_taurus)",16047,0.589391,0.805917,1.41622,0.937176,-0.0936080859747546
"chr1","EviAnn","gene",34867002,34884761,".","+",".","LOC_00000270","geneID=LOC_00000270","protein_coding","ATXN3:_Ataxin-3_(Gallus_gallus)",3713,61.5275,51.2491,42.5061,51.7609,5.69379079750079
"chr1","EviAnn","gene",34888850,34955133,".","+",".","LOC_00000271","geneID=LOC_00000271","protein_coding","TRIP11:_Thyroid_receptor-interacting_protein_11_(Homo_sapiens)",6165.52,7.38757,3.95193,4.80194,5.38048,2.42773488332643
"chr1","EviAnn","gene",34972597,35084151,".","+",".","LOC_00000272","geneID=LOC_00000272","protein_coding","FBLN5:_Fibulin-5_(Bos_taurus)",1003.81,15.5098,0,14.5098,10.0065333333333,3.32287034787827
"chr1","EviAnn","gene",35105275,35158274,".","+",".","LOC_00000273","geneID=LOC_00000273","protein_coding","TC2N:_Tandem_C2_domains_nuclear_protein_(Homo_sapiens)",2682.5,0,0.728008,0,0.242669333333333,-2.04293629148
"chr1","EviAnn","gene",35312816,35363333,".","+",".","LOC_00000275","geneID=LOC_00000275","protein_coding","Ppp4r3a:_Serine/threonine-protein_phosphatase_4_regulatory_subunit_3A_(Mus_musculus)",12191,2.67518,0.965518,2.82231,2.154336,1.10724327668352
"chr1","EviAnn","gene",35368206,35520575,".","+",".","LOC_00000276","geneID=LOC_00000276","protein_coding","CCDC88C:_Protein_Daple_(Homo_sapiens)",8061,0,0.588705,0,0.196235,-2.34934571478209
"chr1","EviAnn","gene",35532589,35560980,".","+",".","LOC_00000277","geneID=LOC_00000277","protein_coding","GPR68:_G-protein_coupled_receptor_68_(Homo_sapiens)",1531.05,14.9636,3.97969,1.38319,6.77549333333333,2.76032599497453
"chr1","EviAnn","gene",35563101,35610327,".","-",".","LOC_00000278","geneID=LOC_00000278","protein_coding","DGLUCY:_D-glutamate_cyclase,_mitochondrial_(Homo_sapiens)",4361.31,14.9124,5.81278,3.86366,8.19628,3.03496927030712
"chr1","EviAnn","gene",35609919,35678227,".","+",".","LOC_00000279","geneID=LOC_00000279","protein_coding","RPS6KA5:_Ribosomal_protein_S6_kinase_alpha-5_(Gallus_gallus)",19336,0.205539,0.226564,0,0.144034333333333,-2.79551534831869
"chr1","EviAnn","gene",35732371,35738965,".","-",".","LOC_00000282","geneID=LOC_00000282","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",3408,158.446,125.155,186.574,156.725,7.29209151954836
"chr1","EviAnn","gene",36124744,36162058,".","+",".","LOC_00000284","geneID=LOC_00000284","protein_coding","NRDE2:_Nuclear_exosome_regulator_NRDE2_(Homo_sapiens)",4966.67,23.9445,11.9914,7.00824,14.3147133333333,3.83942687408111
"chr1","EviAnn","gene",36162242,36192139,".","-",".","LOC_00000285","geneID=LOC_00000285","protein_coding","Psmc1:_26S_proteasome_regulatory_subunit_4_(Rattus_norvegicus)",6129.28,200.97,124.492,137.945,154.469,7.27117352606815
"chr1","EviAnn","gene",36283346,36358732,".","-",".","LOC_00000287","geneID=LOC_00000287","protein_coding","KCNK13:_Potassium_channel_subfamily_K_member_13_(Homo_sapiens)",3938,0.535377,0,0.644516,0.393297666666667,-1.34630646771769
"chr1","EviAnn","gene",36365797,36412458,".","-",".","LOC_00000288","geneID=LOC_00000288","protein_coding","TDP1:_Tyrosyl-DNA_phosphodiesterase_1_(Homo_sapiens)",3559.58,0,0,1.06446,0.35482,-1.49484076313
"chr1","EviAnn","gene",36712177,36821441,".","+",".","LOC_00000291","geneID=LOC_00000291","protein_coding","pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_melanogaster)",50044,13.8629,8.11202,10.4794,10.8181066666667,3.43537612255264
"chr1","EviAnn","gene",36871099,36889669,".","-",".","LOC_00000292","geneID=LOC_00000292","protein_coding","CFDP2:_Craniofacial_development_protein_2_(Bos_taurus)",18492,484.333,357.493,342.232,394.686,8.62456153573797
"chr1","EviAnn","gene",37025922,37033477,".","-",".","LOC_00000293","geneID=LOC_00000293","protein_coding","function_unknown",1076,110.842,36.6398,102.564,83.3486,6.38108606146534
"chr1","EviAnn","gene",37092911,37143016,".","-",".","LOC_00000294","geneID=LOC_00000294","protein_coding","Ttc8:_Tetratricopeptide_repeat_protein_8_(Mus_musculus)",1902,2.34423,0,0,0.78141,-0.355848376532279
"chr1","EviAnn","gene",37154211,37320141,".","+",".","LOC_00000295","geneID=LOC_00000295","protein_coding","Eml5:_Echinoderm_microtubule-associated_protein-like_5_(Rattus_norvegicus)",5889,9.1544,22.3736,6.3629,12.6303,3.6588170018966
"chr1","EviAnn","gene",37384797,37478511,".","+",".","LOC_00000297","geneID=LOC_00000297","protein_coding","Ptpn21:_Tyrosine-protein_phosphatase_non-receptor_type_21_(Mus_musculus)",4073.5,0,1.38692,0.730691,0.705870333333333,-0.502524906628894
"chr1","EviAnn","gene",37888283,37896508,".","-",".","LOC_00000300","geneID=LOC_00000300","protein_coding","GPR65:_G-protein_coupled_receptor_65_(Homo_sapiens)",2609,8.29528,3.82475,6.98182,6.36728333333333,2.67067796313806
"chr1","EviAnn","gene",43563760,43637782,".","+",".","LOC_00000308","geneID=LOC_00000308","protein_coding","Ston2:_Stonin-2_(Rattus_norvegicus)",3978,55.0913,62.3432,45.9162,54.4502333333333,5.76686632616419
"chr1","EviAnn","gene",43630734,43656834,".","-",".","LOC_00000309","geneID=LOC_00000309","protein_coding","function_unknown",4270,7.06681,4.88075,12.1612,8.03625333333333,3.00652304403424
"chr1","EviAnn","gene",43656683,43679135,".","+",".","LOC_00000310","geneID=LOC_00000310","protein_coding","GTF2A1:_Transcription_initiation_factor_IIA_subunit_1_(Homo_sapiens)",5741.8,2.52999,4.35224,2.87911,3.25378,1.70211670840479
"chr1","EviAnn","gene",43839330,44109798,".","+",".","LOC_00000312","geneID=LOC_00000312","protein_coding","CEP128:_Centrosomal_protein_of_128_kDa_(Homo_sapiens)",4295.28,2.76772,2.9399,4.51807,3.40856333333333,1.7691637895085
"chr1","EviAnn","gene",44551288,46592038,".","-",".","LOC_00000314","geneID=LOC_00000314","protein_coding","Neurexin-3_(Gallus_gallus)",4790.12,0,0,0.302047,0.100682333333333,-3.31211753814054
"chr1","EviAnn","gene",47014388,47024892,".","+",".","LOC_00000317","geneID=LOC_00000317","protein_coding","SNW1:_SNW_domain-containing_protein_1_(Bos_taurus)",1293,5.45804,16.7285,10.8926,11.02638,3.46288732160577
"chr1","EviAnn","gene",47021902,47035222,".","-",".","LOC_00000318","geneID=LOC_00000318","protein_coding","SLIRP:_SRA_stem-loop-interacting_RNA-binding_protein,_mitochondrial_(Homo_sapiens)",3847,471.333,541.85,489.381,500.854666666667,8.96824822613609
"chr1","EviAnn","gene",47035069,47062984,".","+",".","LOC_00000320","geneID=LOC_00000320","protein_coding","function_unknown",15320,8.52438,8.73114,14.5316,10.5957066666667,3.40540790444714
"chr1","EviAnn","gene",47035285,47062984,".","+",".","LOC_00000319","geneID=LOC_00000319","protein_coding","Alkbh1:_Nucleic_acid_dioxygenase_ALKBH1_(Mus_musculus)",21209,5.15571,4.03631,3.0012,4.06440666666667,2.02304475905673
"chr1","EviAnn","gene",47086153,47092363,".","-",".","LOC_00000322","geneID=LOC_00000322","protein_coding","function_unknown",1725,66.2476,32.1343,77.9503,58.7774,5.8771896381218
"chr1","EviAnn","gene",47214133,47279515,".","+",".","LOC_00000324","geneID=LOC_00000324","protein_coding","ism2:_Isthmin-2_(Danio_rerio)",1358,0,1.29254,0,0.430846666666667,-1.21475357266939
"chr1","EviAnn","gene",47297575,47313493,".","-",".","LOC_00000325","geneID=LOC_00000325","protein_coding","Ahsa1:_Activator_of_90_kDa_heat_shock_protein_ATPase_homolog_1_(Mus_musculus)",1813,2.4728,0,0,0.824266666666667,-0.278816941412382
"chr1","EviAnn","gene",47360381,47374504,".","+",".","LOC_00000327","geneID=LOC_00000327","protein_coding","NOXRED1:_NADP-dependent_oxidoreductase_domain-containing_protein_1_(Homo_sapiens)",1166,0,0,2.45961,0.81987,-0.286532923234304
"chr1","EviAnn","gene",47375640,47383899,".","-",".","LOC_00000328","geneID=LOC_00000328","protein_coding","SAMD15:_Sterile_alpha_motif_domain-containing_protein_15_(Homo_sapiens)",2283,15.3398,3.31413,9.21713,9.29035333333333,3.21573346663528
"chr1","EviAnn","gene",47383290,47415450,".","+",".","LOC_00000330","geneID=LOC_00000330","protein_coding","function_unknown",9016,0.483746,0.966091,0.558214,0.669350333333333,-0.579166589742866
"chr1","EviAnn","gene",47869091,47934946,".","+",".","LOC_00000336","geneID=LOC_00000336","protein_coding","Irf2bpl:_Probable_E3_ubiquitin-protein_ligase_IRF2BPL_(Mus_musculus)",16128.1,42.8047,46.8781,71.1868,53.6232,5.74478541055954
