Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	SRR2889295	SRR2889296	SRR2889297
NC_052532.1	Gnomon	gene	2585996	2589144	.	-	.	gene-LOC101748467	Name=LOC101748467	protein_coding	Dbxref=CGNC:67950,GeneID:101748467	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	2594898	2596684	.	-	.	gene-LOC107054320	Name=LOC107054320	protein_coding	Dbxref=CGNC:77298,GeneID:107054320	624	0.371162	0	0
NC_052532.1	Gnomon	gene	2783385	2786052	.	-	.	gene-LOC121109412	Name=LOC121109412	protein_coding	Dbxref=CGNC:89278,GeneID:121109412	903	0	0.468364	0
NC_052532.1	Gnomon	gene	2830517	3284954	.	+	.	gene-PLXNA4	Name=PLXNA4	protein_coding	Dbxref=CGNC:4879,GeneID:427941	5478.4	29.7974	23.9709	28.4734
NC_052532.1	Gnomon	gene	3365242	3367757	.	-	.	gene-LOC107054375	Name=LOC107054375	protein_coding	Dbxref=CGNC:77353,GeneID:107054375	645	0	0	0
NC_052532.1	Gnomon	gene	3372751	3375716	.	-	.	gene-LOC121109278	Name=LOC121109278	protein_coding	Dbxref=CGNC:89144,GeneID:121109278	681	0	0	0
NC_052532.1	Gnomon	gene	3380557	3383731	.	-	.	gene-LOC121110533	Name=LOC121110533	protein_coding	Dbxref=CGNC:90395,GeneID:121110533	1686	0	0	0
NC_052532.1	Gnomon	gene	3391092	3392957	.	-	.	gene-LOC101752068	Name=LOC101752068	protein_coding	Dbxref=CGNC:71477,GeneID:101752068	867	0	0	0
NC_052532.1	Gnomon	gene	3398752	3402227	.	-	.	gene-LOC107054362	Name=LOC107054362	protein_coding	Dbxref=CGNC:77340,GeneID:107054362	882	0	0	0
NC_052532.1	Gnomon	gene	3591722	3597022	.	-	.	gene-LOC121108991	Name=LOC121108991	lncRNA	Dbxref=CGNC:88858,GeneID:121108991	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	3597132	3597849	.	+	.	gene-LOC121109383	Name=LOC121109383	lncRNA	Dbxref=CGNC:89249,GeneID:121109383	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	3637221	3677378	.	+	.	gene-PODXL	Name=PODXL	protein_coding	Dbxref=CGNC:49459,GeneID:395755	1747.49	8.53461	9.92337	8.67539
NC_052532.1	BestRefSeq%2CGnomon	gene	3685581	3784871	.	-	.	gene-MKLN1	Name=MKLN1	protein_coding	Dbxref=CGNC:4784,GeneID:418250	2202	3.62629	4.57058	5.03247
NC_052532.1	Gnomon	gene	3784910	3804284	.	+	.	gene-LOC101750931	Name=LOC101750931	lncRNA	Dbxref=CGNC:70368,GeneID:101750931	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	3978160	3978240	.	+	.	gene-MIR29B1	Name=MIR29B1	miRNA	Dbxref=CGNC:59080,GeneID:777795,miRBase:MI0001167	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	3979177	3979265	.	+	.	gene-MIR29A	Name=MIR29A	miRNA	Dbxref=CGNC:59079,GeneID:777794,miRBase:MI0001166	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	4008646	4020411	.	+	.	gene-K123	Name=K123	protein_coding	Dbxref=CGNC:49525,GeneID:395873	831	0.518129	3.36425	1.59467
NC_052532.1	BestRefSeq%2CGnomon	gene	4023671	4042984	.	-	.	gene-IL2RA	Name=IL2RA	protein_coding	Dbxref=CGNC:4764,GeneID:395294	705	0	0.361725	0.744392
NC_052532.1	Gnomon	gene	4060981	4127133	.	+	.	gene-PFKFB3	Name=PFKFB3	protein_coding	Dbxref=CGNC:4755,GeneID:418247	1449	1.36224	1.2246	1.29841
NC_052532.1	Gnomon	gene	4060981	4073646	.	+	.	gene-RBM17	Name=RBM17	protein_coding	Dbxref=CGNC:4762,GeneID:418248	1206	13.3954	10.23	12.6863
NC_052532.1	Gnomon	gene	4129348	4150784	.	-	.	gene-LOC124417609	Name=LOC124417609	protein_coding	Dbxref=GeneID:124417609	513	0	0	0
NC_052532.1	Gnomon	gene	4208579	4263385	.	-	.	gene-PRKCQ	Name=PRKCQ	protein_coding	Dbxref=CGNC:57974,GeneID:776459	2145	0.532811	0.798265	0.363241
NC_052532.1	Gnomon	gene	4425978	4429060	.	-	.	gene-LOC121107859	Name=LOC121107859	protein_coding	Dbxref=CGNC:87737,GeneID:121107859	1434	0	0	0
NC_052532.1	Gnomon	gene	4467485	4583186	.	-	.	gene-SFMBT2	Name=SFMBT2	protein_coding	Dbxref=CGNC:7051,GeneID:425485	2682	4.06002	4.40471	2.71921
NC_052532.1	Gnomon	gene	4597019	4599297	.	-	.	gene-LOC121107861	Name=LOC121107861	protein_coding	Dbxref=CGNC:87739,GeneID:121107861	942	0	0	0
NC_052532.1	Gnomon	gene	4607471	4609633	.	-	.	gene-LOC121110535	Name=LOC121110535	protein_coding	Dbxref=CGNC:90397,GeneID:121110535	753	0	0	0
NC_052532.1	Gnomon	gene	4616403	4617856	.	-	.	gene-LOC121109369	Name=LOC121109369	protein_coding	Dbxref=CGNC:89235,GeneID:121109369	615	0	0	0
NC_052532.1	Gnomon	gene	4624089	4627360	.	-	.	gene-LOC121109370	Name=LOC121109370	protein_coding	Dbxref=CGNC:89236,GeneID:121109370	1419	0	0	0
NC_052532.1	Gnomon	gene	4640039	4641995	.	-	.	gene-LOC121109385	Name=LOC121109385	protein_coding	Dbxref=CGNC:89251,GeneID:121109385	660	0	0	0
NC_052532.1	Gnomon	gene	4647683	4650995	.	-	.	gene-LOC121109373	Name=LOC121109373	protein_coding	Dbxref=CGNC:89239,GeneID:121109373	1377	0	0	0
NC_052532.1	Gnomon	gene	4656214	4657785	.	-	.	gene-LOC121107863	Name=LOC121107863	protein_coding	Dbxref=CGNC:87741,GeneID:121107863	741	0	0	0
NC_052532.1	Gnomon	gene	4657710	4663230	.	-	.	gene-LOC121109376	Name=LOC121109376	protein_coding	Dbxref=CGNC:89242,GeneID:121109376	765	0	0	0
NC_052532.1	Gnomon	gene	4664166	4667644	.	-	.	gene-LOC121110612	Name=LOC121110612	protein_coding	Dbxref=CGNC:90474,GeneID:121110612	603	0	0	0
NC_052532.1	Gnomon	gene	4672196	4684309	.	-	.	gene-LOC121109309	Name=LOC121109309	protein_coding	Dbxref=CGNC:89175,GeneID:121109309	2643	0	0	0
NC_052532.1	Gnomon	gene	4697024	4726956	.	+	.	gene-LOC121107866	Name=LOC121107866	protein_coding	Dbxref=CGNC:87744,GeneID:121107866	783	0	0	0
NC_052532.1	Gnomon	gene	4718414	4722880	.	-	.	gene-LOC121107869	Name=LOC121107869	lncRNA	Dbxref=CGNC:87747,GeneID:121107869	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	4737265	4767481	.	+	.	gene-LOC419112	Name=LOC419112	protein_coding	Dbxref=CGNC:66335,GeneID:419112	803	0	0	0.336919
NC_052532.1	Gnomon	gene	4769260	4816728	.	-	.	gene-ITIH5	Name=ITIH5	protein_coding	Dbxref=CGNC:5201,GeneID:419111	2860.48	2.02735	4.89961	4.67673
NC_052532.1	BestRefSeq%2CGnomon	gene	4823798	4848977	.	+	.	gene-ITIH2	Name=ITIH2	protein_coding	Dbxref=CGNC:5157,GeneID:419110	2823.99	963.051	873.69	691.679
NC_052532.1	Gnomon	gene	4850472	4865306	.	-	.	gene-KIN	Name=KIN	protein_coding	Dbxref=CGNC:5108,GeneID:419109	1170	0.866638	2.41677	1.42025
NC_052532.1	BestRefSeq%2CGnomon	gene	4865363	4872155	.	+	.	gene-ATP5C1	Name=ATP5C1	protein_coding	Dbxref=CGNC:5096,GeneID:419108	871.755	187.305	196.238	173.38
NC_052532.1	Gnomon	gene	4871715	4874804	.	-	.	gene-LOC121107878	Name=LOC121107878	lncRNA	Dbxref=CGNC:87756,GeneID:121107878	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	4874712	4988615	.	+	.	gene-TAF3	Name=TAF3	protein_coding	Dbxref=CGNC:5084,GeneID:419107	2793	6.5724	6.0286	7.47239
NC_052532.1	Gnomon	gene	4911632	4918211	.	-	.	gene-LOC121107879	Name=LOC121107879	lncRNA	Dbxref=CGNC:87757,GeneID:121107879	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	4989989	5013149	.	-	.	gene-LOC107054553	Name=LOC107054553	lncRNA	Dbxref=CGNC:77527,GeneID:107054553	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	5010557	5039662	.	+	.	gene-GATA3	Name=GATA3	protein_coding	Dbxref=CGNC:5080,GeneID:419106	1332	0.299317	0.747437	0.36361
NC_052532.1	Gnomon	gene	5017535	5019085	.	-	.	gene-LOC121107877	Name=LOC121107877	lncRNA	Dbxref=CGNC:87755,GeneID:121107877	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5096474	5110407	.	+	.	gene-LOC112532970	Name=LOC112532970	lncRNA	Dbxref=CGNC:85893,GeneID:112532970	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5196475	5204411	.	+	.	gene-LOC121107884	Name=LOC121107884	lncRNA	Dbxref=CGNC:87762,GeneID:121107884	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5235759	5245261	.	+	.	gene-LOC124417611	Name=LOC124417611	lncRNA	Dbxref=GeneID:124417611	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5334302	5337175	.	-	.	gene-LOC121107885	Name=LOC121107885	lncRNA	Dbxref=CGNC:87763,GeneID:121107885	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5375892	5428181	.	+	.	gene-LOC107054627	Name=LOC107054627	lncRNA	Dbxref=CGNC:77600,GeneID:107054627	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5421551	5436332	.	-	.	gene-LOC121107886	Name=LOC121107886	lncRNA	Dbxref=CGNC:87764,GeneID:121107886	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5496812	5530668	.	+	.	gene-LOC107054620	Name=LOC107054620	lncRNA	Dbxref=CGNC:77593,GeneID:107054620	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5681201	5692414	.	-	.	gene-LOC121107903	Name=LOC121107903	lncRNA	Dbxref=CGNC:87782,GeneID:121107903	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5781153	5817298	.	-	.	gene-LOC107054917	Name=LOC107054917	lncRNA	Dbxref=CGNC:77885,GeneID:107054917	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	5905588	5921637	.	-	.	gene-LOC121107917	Name=LOC121107917	lncRNA	Dbxref=CGNC:87796,GeneID:121107917	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	6281599	6281688	.	+	.	gene-MIR1626	Name=MIR1626	miRNA	Dbxref=CGNC:60880,GeneID:100316021,miRBase:MI0007355	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	6366812	6562688	.	+	.	gene-CELF2	Name=CELF2	protein_coding	Dbxref=CGNC:49047,GeneID:374111	1467	0.940576	0.402638	0.550101
NC_052532.1	BestRefSeq	gene	6399975	6400064	.	+	.	gene-MIR1596	Name=MIR1596	miRNA	Dbxref=CGNC:60867,GeneID:100316008,miRBase:MI0007323	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	6621627	6732265	.	-	.	gene-USP6NL	Name=USP6NL	protein_coding	Dbxref=CGNC:50919,GeneID:419104	2526	2.16305	1.93696	1.29633
NC_052532.1	BestRefSeq	gene	6752074	6756798	.	+	.	gene-ECHDC3	Name=ECHDC3	protein_coding	Dbxref=CGNC:5051,GeneID:419098	873	51.7502	49.0123	49.0706
NC_052532.1	Gnomon	gene	6759970	6766152	.	-	.	gene-LOC121107961	Name=LOC121107961	lncRNA	Dbxref=CGNC:87839,GeneID:121107961	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	6774546	6799359	.	+	.	gene-PROSER2	Name=PROSER2	protein_coding	Dbxref=CGNC:5059,GeneID:419101	1410.26	4.07149	2.80528	4.02477
NC_052532.1	Gnomon	gene	6805166	6855424	.	-	.	gene-UPF2	Name=UPF2	protein_coding	Dbxref=CGNC:5054,GeneID:419100	3819	3.86666	3.3792	3.34238
NC_052532.1	Gnomon	gene	6864852	6881758	.	+	.	gene-DHTKD1	Name=DHTKD1	protein_coding	Dbxref=CGNC:2685,GeneID:426076	2769	58.6776	56.1733	44.1381
NC_052532.1	BestRefSeq%2CGnomon	gene	6888413	6904045	.	+	.	gene-SEC61A2	Name=SEC61A2	protein_coding	Dbxref=CGNC:10485,GeneID:426369	1431	5.38713	6.07078	5.65549
NC_052532.1	BestRefSeq	gene	6904751	6916347	.	-	.	gene-NUDT5	Name=NUDT5	protein_coding	Dbxref=CGNC:52764,GeneID:426368	663	277.641	264.99	256.024
NC_052532.1	Gnomon	gene	6916395	6954045	.	+	.	gene-CDC123	Name=CDC123	protein_coding	Dbxref=CGNC:10487,GeneID:426366	1008	6.38258	5.34723	8.44051
NC_052532.1	Gnomon	gene	6978363	7205166	.	+	.	gene-CAMK1D	Name=CAMK1D	protein_coding	Dbxref=CGNC:52484,GeneID:425522	1182	4.28302	5.75343	8.18109
NC_052532.1	Gnomon	gene	7213796	7255281	.	-	.	gene-CCDC3	Name=CCDC3	protein_coding	Dbxref=CGNC:13134,GeneID:769832	864	0	0	0.253512
NC_052532.1	Gnomon	gene	7242669	7248198	.	+	.	gene-LOC121107993	Name=LOC121107993	lncRNA	Dbxref=CGNC:87871,GeneID:121107993	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	7276261	7280841	.	-	.	gene-LOC121108015	Name=LOC121108015	lncRNA	Dbxref=CGNC:87893,GeneID:121108015	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	7280547	7300290	.	+	.	gene-OPTN	Name=OPTN	protein_coding	Dbxref=CGNC:10284,GeneID:374079	1669.11	9.43991	8.02628	12.8619
NC_052532.1	Gnomon	gene	7303803	7320191	.	+	.	gene-MCM10	Name=MCM10	protein_coding	Dbxref=CGNC:53688,GeneID:429525	2610	0.720456	0.215877	0.147303
NC_052532.1	Gnomon	gene	7323426	7335163	.	-	.	gene-PHYH	Name=PHYH	protein_coding	Dbxref=CGNC:10813,GeneID:426601	1020	42.8465	53.3468	49.9453
NC_052532.1	BestRefSeq%2CGnomon	gene	7342745	7366627	.	-	.	gene-SEPHS1	Name=SEPHS1	protein_coding	Dbxref=CGNC:10819,GeneID:426612	1179	22.8518	20.9382	19.7097
NC_052532.1	BestRefSeq%2CGnomon	gene	7379569	7427704	.	-	.	gene-BEND7	Name=BEND7	protein_coding	Dbxref=CGNC:5047,GeneID:419037	1293	3.09492	3.5551	2.69353
NC_052532.1	Gnomon	gene	7439503	7456716	.	+	.	gene-PRPF18	Name=PRPF18	protein_coding	Dbxref=CGNC:5036,GeneID:419036	920.65	8.24746	4.81854	6.38529
NC_052532.1	Gnomon	gene	7458558	7816662	.	-	.	gene-FRMD4A	Name=FRMD4A	protein_coding	Dbxref=CGNC:50902,GeneID:419035	3084.5	3.50396	6.57305	6.25134
NC_052532.1	Gnomon	gene	7497880	7507779	.	+	.	gene-LOC121108053	Name=LOC121108053	lncRNA	Dbxref=CGNC:87931,GeneID:121108053	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	7543504	7543600	.	-	.	gene-MIR1460	Name=MIR1460	miRNA	Dbxref=CGNC:60564,GeneID:100315704,miRBase:MI0007065	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	7691331	7707943	.	+	.	gene-LOC121108054	Name=LOC121108054	lncRNA	Dbxref=CGNC:87932,GeneID:121108054	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	7737690	7741540	.	+	.	gene-LOC121108055	Name=LOC121108055	lncRNA	Dbxref=CGNC:87933,GeneID:121108055	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	7880753	7943918	.	-	.	gene-FAM107B	Name=FAM107B	protein_coding	Dbxref=CGNC:10491,GeneID:426376	486	1.04322	3.30161	2.89965
NC_052532.1	Gnomon	gene	7941837	7942818	.	+	.	gene-LOC121108070	Name=LOC121108070	lncRNA	Dbxref=CGNC:87948,GeneID:121108070	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	8026709	8037636	.	+	.	gene-HSPA14	Name=HSPA14	protein_coding	Dbxref=CGNC:5014,GeneID:418802	1518	2.84624	2.32604	3.17765
NC_052532.1	BestRefSeq	gene	8039132	8048882	.	+	.	gene-SUV39H2	Name=SUV39H2	protein_coding	Dbxref=CGNC:52742,GeneID:426314	1224	2.46972	3.45369	1.85474
NC_052532.1	BestRefSeq%2CGnomon	gene	8049148	8059758	.	-	.	gene-DCLRE1C	Name=DCLRE1C	protein_coding	Dbxref=CGNC:10415,GeneID:430764	2179.5	0.698365	0.709569	0.355911
NC_052532.1	BestRefSeq%2CGnomon	gene	8059845	8071711	.	+	.	gene-MEIG1	Name=MEIG1	protein_coding	Dbxref=CGNC:55376,GeneID:769589	485	0	0	0
NC_052532.1	Gnomon	gene	8075091	8077263	.	-	.	gene-LOC121108083	Name=LOC121108083	lncRNA	Dbxref=CGNC:87961,GeneID:121108083	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	8076832	8083888	.	+	.	gene-TMEM243	Name=TMEM243	protein_coding	Dbxref=CGNC:5004,GeneID:418647	358.432	6.67355	3.3573	4.35593
NC_052532.1	BestRefSeq%2CGnomon	gene	8083881	8112305	.	-	.	gene-DMTF1	Name=DMTF1	protein_coding	Dbxref=CGNC:50816,GeneID:418646	1869.31	5.04727	5.34317	3.1067
NC_052532.1	Gnomon	gene	8110215	8112690	.	-	.	gene-LOC121108084	Name=LOC121108084	protein_coding	Dbxref=CGNC:87962,GeneID:121108084	627	0.737701	0	0.379199
NC_052532.1	Gnomon	gene	8146271	8239574	.	+	.	gene-ELAPOR2	Name=ELAPOR2	protein_coding	Dbxref=CGNC:4983,GeneID:418645	2943	0.888568	0.950886	1.03798
NC_052532.1	Gnomon	gene	8244957	8353810	.	-	.	gene-GRM3	Name=GRM3	protein_coding	Dbxref=CGNC:4960,GeneID:418644	2670	0.070333	0	0
NC_052532.1	Gnomon	gene	8540790	8543558	.	-	.	gene-LOC112532768	Name=LOC112532768	lncRNA	Dbxref=CGNC:85802,GeneID:112532768	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	8899181	9041982	.	+	.	gene-SEMA3D	Name=SEMA3D	protein_coding	Dbxref=CGNC:4949,GeneID:396332	2286	2.15675	2.15719	1.27407
NC_052532.1	Gnomon	gene	8966159	8972408	.	-	.	gene-LOC121107435	Name=LOC121107435	lncRNA	Dbxref=CGNC:87314,GeneID:121107435	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	9256417	9275769	.	-	.	gene-LOC112532981	Name=LOC112532981	lncRNA	Dbxref=CGNC:85896,GeneID:112532981	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	9286630	9576166	.	+	.	gene-SEMA3A	Name=SEMA3A	protein_coding	Dbxref=CGNC:4946,GeneID:395825	2319	0.408461	0.699584	0.584701
NC_052532.1	BestRefSeq%2CGnomon	gene	9710324	9843704	.	+	.	gene-SEMA3E	Name=SEMA3E	protein_coding	Dbxref=CGNC:6454,GeneID:374089	1983	0.096632	0.096517	0.082728
NC_052532.1	BestRefSeq%2CGnomon	gene	9939054	10269735	.	+	.	gene-PCLO	Name=PCLO	protein_coding	Dbxref=CGNC:49263,GeneID:395319	15133.5	0	0	0
NC_052532.1	BestRefSeq%2CGnomon	gene	10427697	10787262	.	+	.	gene-CACNA2D1	Name=CACNA2D1	protein_coding	Dbxref=CGNC:6436,GeneID:768444	2954.4	0	0.11765	0.241035
NC_052532.1	Gnomon	gene	10718744	10725815	.	-	.	gene-LOC112532984	Name=LOC112532984	lncRNA	Dbxref=CGNC:85897,GeneID:112532984	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	10825611	10849330	.	+	.	gene-LOC112532986	Name=LOC112532986	lncRNA	Dbxref=CGNC:85898,GeneID:112532986	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	10847816	10860021	.	-	.	gene-LOC107057089	Name=LOC107057089	lncRNA	Dbxref=CGNC:80039,GeneID:107057089	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	10859559	10922316	.	+	.	gene-HGF	Name=HGF	protein_coding	Dbxref=CGNC:49562,GeneID:395941	1963.56	2.63696	2.42242	4.20967
NC_052532.1	Gnomon	gene	11069959	11076878	.	-	.	gene-LOC112532771	Name=LOC112532771	lncRNA	Dbxref=CGNC:85804,GeneID:112532771	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	11172327	11250235	.	-	.	gene-LOC121109473	Name=LOC121109473	lncRNA	Dbxref=CGNC:89339,GeneID:121109473	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	11193096	11208872	.	-	.	gene-LOC121109475	Name=LOC121109475	lncRNA	Dbxref=CGNC:89341,GeneID:121109475	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	11250327	11372449	.	+	.	gene-SEMA3C	Name=SEMA3C	protein_coding	Dbxref=CGNC:49039,GeneID:374090	2256	0.168262	0.168061	0.344105
NC_052532.1	Gnomon	gene	11272994	11317427	.	-	.	gene-LOC121109474	Name=LOC121109474	lncRNA	Dbxref=CGNC:89340,GeneID:121109474	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	11389956	11428714	.	-	.	gene-CD36	Name=CD36	protein_coding	Dbxref=CGNC:6399,GeneID:417730	1416	54.7869	64.4959	66.5234
NC_052532.1	Gnomon	gene	11461198	11487687	.	-	.	gene-LOC124417676	Name=LOC124417676	lncRNA	Dbxref=GeneID:124417676	NA	NA	NA	NA
NC_052532.1	BestRefSeq	gene	11470630	11502268	.	+	.	gene-GNAT3	Name=GNAT3	protein_coding	Dbxref=CGNC:6387,GeneID:427851	987	0	0	0
NC_052532.1	Gnomon	gene	11492198	11503226	.	-	.	gene-LOC121109476	Name=LOC121109476	lncRNA	Dbxref=CGNC:89342,GeneID:121109476	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	11577337	11612045	.	-	.	gene-GNAI1	Name=GNAI1	protein_coding	Dbxref=CGNC:49774,GeneID:396368	1065	5.40748	5.40146	5.34281
NC_052532.1	Gnomon	gene	11612090	11625841	.	+	.	gene-LOC121109477	Name=LOC121109477	lncRNA	Dbxref=CGNC:89343,GeneID:121109477	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	11836768	11838755	.	-	.	gene-LOC121109478	Name=LOC121109478	lncRNA	Dbxref=CGNC:89344,GeneID:121109478	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	11891816	12618645	.	+	.	gene-MAGI2	Name=MAGI2	protein_coding	Dbxref=CGNC:6330,GeneID:417729	4545	0.524642	0.744026	1.01793
NC_052532.1	Gnomon	gene	12635981	12656003	.	+	.	gene-LOC121109479	Name=LOC121109479	lncRNA	Dbxref=CGNC:89345,GeneID:121109479	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	12639433	12702107	.	-	.	gene-PHTF2	Name=PHTF2	protein_coding	Dbxref=CGNC:50581,GeneID:417728	1848	0.20859	0.839113	0.200285
NC_052532.1	BestRefSeq%2CGnomon	gene	12702421	12706677	.	+	.	gene-TMEM60	Name=TMEM60	protein_coding	Dbxref=CGNC:6313,GeneID:417727	405	7.52942	7.52374	4.95549
NC_052532.1	Gnomon	gene	12710323	12757769	.	-	.	gene-RSBN1L	Name=RSBN1L	protein_coding	Dbxref=CGNC:6312,GeneID:768780	2532	1.93441	1.70916	1.42155
NC_052532.1	Gnomon	gene	12769540	12839922	.	-	.	gene-PTPN12	Name=PTPN12	protein_coding	Dbxref=CGNC:6308,GeneID:417725	2367	6.15438	7.45158	6.4314
NC_052532.1	Gnomon	gene	12871293	12875405	.	-	.	gene-LOC107051625	Name=LOC107051625	lncRNA	Dbxref=CGNC:74633,GeneID:107051625	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	12874522	12936163	.	+	.	gene-GSAP	Name=GSAP	protein_coding	Dbxref=CGNC:50579,GeneID:417724	2538	2.74592	2.07549	3.56596
NC_052532.1	Gnomon	gene	12922115	12994995	.	-	.	gene-CCDC146	Name=CCDC146	protein_coding	Dbxref=CGNC:50578,GeneID:417723	2879	0	0	0
NC_052532.1	BestRefSeq	gene	12974733	12981307	.	+	.	gene-FGL2	Name=FGL2	protein_coding	Dbxref=CGNC:6295,GeneID:768821	1320	0.151188	1.20812	1.5479
NC_052532.1	Gnomon	gene	12995199	13035010	.	+	.	gene-FAM185A	Name=FAM185A	protein_coding	Dbxref=CGNC:50577,GeneID:417722	1098	1.86432	2.60713	2.67401
NC_052532.1	Gnomon	gene	13036102	13114756	.	-	.	gene-FBXL13	Name=FBXL13	protein_coding	Dbxref=CGNC:6287,GeneID:417721	2329	0	0	0
NC_052532.1	BestRefSeq	gene	13066767	13086659	.	+	.	gene-LRRC17	Name=LRRC17	protein_coding	Dbxref=CGNC:6289,GeneID:395440	1314	0.455893	0.607163	1.40028
NC_052532.1	Gnomon	gene	13114835	13123888	.	+	.	gene-ARMC10	Name=ARMC10	protein_coding	Dbxref=CGNC:50576,GeneID:417720	954	1.09822	0.877617	0.56911
NC_052532.1	BestRefSeq%2CGnomon	gene	13125062	13145553	.	-	.	gene-NAPEPLD	Name=NAPEPLD	protein_coding	Dbxref=CGNC:50575,GeneID:417719	1197	2.36427	1.20137	3.97623
NC_052532.1	BestRefSeq%2CGnomon	gene	13165920	13174862	.	+	.	gene-PMPCB	Name=PMPCB	protein_coding	Dbxref=CGNC:6273,GeneID:417718	1462.2	19.5543	16.2945	21.6834
NC_052532.1	BestRefSeq%2CGnomon	gene	13174798	13194948	.	-	.	gene-DNAJC2	Name=DNAJC2	protein_coding	Dbxref=CGNC:6249,GeneID:417717	1737.66	3.90332	3.20672	3.81372
NC_052532.1	BestRefSeq	gene	13192276	13199296	.	+	.	gene-PSMC2	Name=PSMC2	protein_coding	Dbxref=CGNC:6240,GeneID:417716	1302	46.9837	51.8378	49.3628
NC_052532.1	BestRefSeq%2CGnomon	gene	13201561	13236297	.	-	.	gene-SLC26A5	Name=SLC26A5	protein_coding	Dbxref=CGNC:6231,GeneID:417715	2328	8.3796	8.61335	13.3979
NC_052532.1	Gnomon	gene	13234976	13248924	.	+	.	gene-LOC112533002	Name=LOC112533002	lncRNA	Dbxref=CGNC:85904,GeneID:112533002	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	13244082	13517140	.	-	.	gene-RELN	Name=RELN	protein_coding	Dbxref=CGNC:6211,GeneID:427850	10383	6.93712	9.1456	5.27792
NC_052532.1	Gnomon	gene	13516946	13523059	.	+	.	gene-LOC124417187	Name=LOC124417187	lncRNA	Dbxref=GeneID:124417187	NA	NA	NA	NA
NC_052532.1	BestRefSeq%2CGnomon	gene	13545590	13614023	.	-	.	gene-ORC5	Name=ORC5	protein_coding	Dbxref=CGNC:6200,GeneID:417714	1308	0.610996	0.610297	0.469177
NC_052532.1	tRNAscan-SE	gene	13600650	13600720	.	-	.	gene-TRNAG-CCC	Name=TRNAG-CCC	tRNA	Dbxref=GeneID:112531672	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	13667175	13670326	.	-	.	gene-LOC121109078	Name=LOC121109078	lncRNA	Dbxref=CGNC:88945,GeneID:121109078	NA	NA	NA	NA
NC_052532.1	Gnomon	gene	13670734	13906273	.	+	.	gene-LHFPL3	Name=LHFPL3	protein_coding	Dbxref=CGNC:64947,GeneID:100858127	729	0	0	0
