Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_10	rna_16	rna_KI01
chr1	EviAnn	gene	15133054	15240112	.	-	.	LOC_00000134	geneID=LOC_00000134	protein_coding	PPP2R5E:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_epsilon_isoform_(Homo_sapiens)	4869.78	0	7.9874	2.89261
chr1	EviAnn	gene	15210685	15236307	.	+	.	LOC_00000135	geneID=LOC_00000135	protein_coding	function_unknown	21305	191.885	149.275	151.457
chr1	EviAnn	gene	15276402	15316257	.	-	.	LOC_00000137	geneID=LOC_00000137	protein_coding	gag:_Gag_polyprotein_(Fragment)_(Avian_spleen_necrosis_virus)	10589	1.5158	0.489326	0.308951
chr1	EviAnn	gene	15277659	15278873	.	-	.	LOC_00000136	geneID=LOC_00000136	protein_coding	WDR89:_WD_repeat-containing_protein_89_(Bos_taurus)	1215	6.15603	8.55653	0
chr1	EviAnn	gene	15307030	15316257	.	-	.	XLOC_001654U_lncRNA	geneID=XLOC_001654U_lncRNA	lncRNA	function_unknown	6715	0.30752	0	2.47235
chr1	EviAnn	gene	15336455	15368267	.	-	.	LOC_00000138	geneID=LOC_00000138	protein_coding	SGPP1:_Sphingosine-1-phosphate_phosphatase_1_(Homo_sapiens)	10095	0.607741	1.6376	2.68639
chr1	EviAnn	gene	15429139	15529101	.	+	.	LOC_00000139	geneID=LOC_00000139	protein_coding	SYNE2:_Nesprin-2_(Homo_sapiens)	5087	0	0	0
chr1	EviAnn	gene	15679705	15679797	.	-	.	LOC_00000140	geneID=LOC_00000140	protein_coding	function_unknown	93	0	0	0
chr1	EviAnn	gene	15774864	15879669	.	-	.	LOC_00000141	geneID=LOC_00000141	protein_coding	ESR2:_Estrogen_receptor_beta_(Sturnus_vulgaris)	2434	0	0	0
chr1	EviAnn	gene	15947739	16045389	.	+	.	LOC_00000142	geneID=LOC_00000142	protein_coding	Mthfd1:_C-1-tetrahydrofolate_synthase,_cytoplasmic_(Rattus_norvegicus)	2988.33	0	0	0
chr1	EviAnn	gene	16057270	16072894	.	+	.	LOC_00000143	geneID=LOC_00000143	protein_coding	AKAP5:_A-kinase_anchor_protein_5_(Bos_taurus)	6044	2.39939	0	0.412978
chr1	EviAnn	gene	16082285	16168096	.	-	.	LOC_00000144	geneID=LOC_00000144	protein_coding	ZBTB25:_Zinc_finger_and_BTB_domain-containing_protein_25_(Gorilla_gorilla_gorilla)	3850.45	2.19273	0.287028	1.14506
chr1	EviAnn	gene	16096632	16124110	.	+	.	LOC_00000145	geneID=LOC_00000145	protein_coding	ZBTB1:_Zinc_finger_and_BTB_domain-containing_protein_1_(Homo_sapiens)	4943	3.79955	0.97443	2.0339
chr1	EviAnn	gene	16135387	16138245	.	+	.	LOC_00000146	geneID=LOC_00000146	protein_coding	Heat_shock_70_kDa_protein_(Gallus_gallus)	2859	0	0	0
chr1	EviAnn	gene	16148316	16184244	.	+	.	LOC_00000147	geneID=LOC_00000147	protein_coding	PPP1R36:_Protein_phosphatase_1_regulatory_subunit_36_(Homo_sapiens)	1525	0	0	0
chr1	EviAnn	gene	16203626	16481870	.	+	.	LOC_00000148	geneID=LOC_00000148	protein_coding	Brf1:_Transcription_factor_IIIB_90_kDa_subunit_(Mus_musculus)	3756.99	51.8211	23.5433	25.5326
chr1	EviAnn	gene	16313448	16319468	.	-	.	LOC_00000149	geneID=LOC_00000149	protein_coding	btbd6:_BTB/POZ_domain-containing_protein_6_(Xenopus_laevis)	3432.18	94.6925	76.3944	64.9487
chr1	EviAnn	gene	17299768	17303024	.	+	.	LOC_00000150	geneID=LOC_00000150	protein_coding	function_unknown	3257	88.3516	38.4817	49.5961
chr1	EviAnn	gene	17304203	17377192	.	+	.	LOC_00000151	geneID=LOC_00000151	protein_coding	NUDT14:_Uridine_diphosphate_glucose_pyrophosphatase_NUDT14_(Homo_sapiens)	2486.09	12.2351	64.137200000000007	57.4586
chr1	EviAnn	gene	17373509	17376904	.	-	.	XLOC_001663U_lncRNA	geneID=XLOC_001663U_lncRNA	lncRNA	function_unknown	2383	314.767	269.944	302.446
chr1	EviAnn	gene	17464261	17590407	.	+	.	LOC_00000152	geneID=LOC_00000152	protein_coding	JAG2:_Protein_jagged-2_(Homo_sapiens)	6157	0.672556	0	0
chr1	EviAnn	gene	17869494	17892744	.	+	.	LOC_00000153	geneID=LOC_00000153	protein_coding	Gpr132:_Probable_G-protein_coupled_receptor_132_(Mus_musculus)	2310	9.46528	2.18136	5.68763
chr1	EviAnn	gene	17899799	17903399	.	+	.	XLOC_000070U_lncRNA	geneID=XLOC_000070U_lncRNA	lncRNA	function_unknown	2989	6.81314	16.5328	9.30222
chr1	EviAnn	gene	17899799	17933840	.	+	.	LOC_00000154	geneID=LOC_00000154	protein_coding	CDCA4:_Cell_division_cycle-associated_protein_4_(Homo_sapiens)	7552.73	21.3925	3.10341	10.6557
chr1	EviAnn	gene	17944093	17975137	.	+	.	LOC_00000156	geneID=LOC_00000156	protein_coding	Sertad2:_SERTA_domain-containing_protein_2_(Mus_musculus)	5364	17.8397	12.5332	3.27017
chr1	EviAnn	gene	17944130	17954201	.	+	.	LOC_00000155	geneID=LOC_00000155	protein_coding	function_unknown	2401	0.907569	0	2.18176
chr1	EviAnn	gene	17977224	18004084	.	-	.	LOC_00000157	geneID=LOC_00000157	protein_coding	Clba1:_Uncharacterized_protein_CLBA1_(Mus_musculus)	3197	2.66925	7.6957	1.60581
chr1	EviAnn	gene	18046807	18081318	.	+	.	LOC_00000158	geneID=LOC_00000158	protein_coding	adss1-a:_Adenylosuccinate_synthetase_isozyme_1_A_(Xenopus_laevis)	2415	0	0	1.79913
chr1	EviAnn	gene	18088563	18094617	.	+	.	LOC_00000159	geneID=LOC_00000159	protein_coding	SIVA1:_Apoptosis_regulatory_protein_Siva_(Homo_sapiens)	1784	7.55336	22.2016	17.3497
chr1	EviAnn	gene	18100716	18244078	.	-	.	LOC_00000160	geneID=LOC_00000160	protein_coding	V-AKT:_AKT_kinase-transforming_protein_(AKT8_murine_leukemia_virus)	6496	13.9935	8.08142	8.05172
chr1	EviAnn	gene	18200311	18244104	.	-	.	LOC_00000161	geneID=LOC_00000161	protein_coding	Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)	10293	0.419033	0.235746	0.502702
chr1	EviAnn	gene	18312111	18323368	.	+	.	LOC_00000162	geneID=LOC_00000162	protein_coding	zbtb18.2:_Zinc_finger_and_BTB_domain-containing_protein_18.2_(Xenopus_laevis)	5572.5	0	0	3.66456
chr1	EviAnn	gene	18508120	18526403	.	+	.	LOC_00000163	geneID=LOC_00000163	protein_coding	PLD4:_5'-3'_exonuclease_PLD4_(Homo_sapiens)	1469	0	0	0
chr1	EviAnn	gene	18753753	18843929	.	-	.	LOC_00000164	geneID=LOC_00000164	protein_coding	Inf2:_Inverted_formin-2_(Mus_musculus)	4349.6	0	0	1.73163
chr1	EviAnn	gene	19023046	19051451	.	+	.	LOC_00000165	geneID=LOC_00000165	protein_coding	TMEM179:_Transmembrane_protein_179_(Homo_sapiens)	2584.67	0	0	0
chr1	EviAnn	gene	19056140	19098751	.	-	.	LOC_00000166	geneID=LOC_00000166	protein_coding	NRAC:_Nutritionally-regulated_adipose_and_cardiac_enriched_protein_homolog_(Homo_sapiens)	1092	0	0	0
chr1	EviAnn	gene	19960756	19969081	.	+	.	LOC_00000167	geneID=LOC_00000167	protein_coding	function_unknown	7747	0.796572	4.29204	1.92008
chr1	EviAnn	gene	19969339	19982820	.	-	.	LOC_00000168	geneID=LOC_00000168	protein_coding	function_unknown	13482	81.8063	88.9724	196.396
chr1	EviAnn	gene	20451051	20475390	.	-	.	LOC_00000169	geneID=LOC_00000169	protein_coding	function_unknown	2414	0.902264	0	0
chr1	EviAnn	gene	20738319	20937069	.	-	.	LOC_00000170	geneID=LOC_00000170	protein_coding	KIF26A:_Kinesin-like_protein_KIF26A_(Homo_sapiens)	6936	0	0.391595	0
chr1	EviAnn	gene	21022873	21124729	.	-	.	LOC_00000171	geneID=LOC_00000171	protein_coding	ASPG:_60_kDa_lysophospholipase_(Homo_sapiens)	1932	0	0	0
chr1	EviAnn	gene	21173053	21315084	.	-	.	LOC_00000172	geneID=LOC_00000172	protein_coding	TDRD9:_ATP-dependent_RNA_helicase_TDRD9_(Homo_sapiens)	5223	0	0	0
chr1	EviAnn	gene	21303018	21305393	.	+	.	LOC_00000173	geneID=LOC_00000173	protein_coding	RD3L:_Protein_RD3-like_(Homo_sapiens)	514.5	0	0	0
chr1	EviAnn	gene	21321678	21336822	.	+	.	LOC_00000174	geneID=LOC_00000174	protein_coding	function_unknown	9102	35.8567	22.8223	26.3008
chr1	EviAnn	gene	21352280	21448943	.	+	.	LOC_00000175	geneID=LOC_00000175	protein_coding	Ppp1r13b:_Apoptosis-stimulating_of_p53_protein_1_(Mus_musculus)	6429.06	651.212	602.551	573.672
chr1	EviAnn	gene	21352298	21367115	.	+	.	LOC_00000176	geneID=LOC_00000176	protein_coding	function_unknown	12340	138.762	126.194	109.45
chr1	EviAnn	gene	21447128	21471875	.	-	.	LOC_00000177	geneID=LOC_00000177	protein_coding	ZFYVE21:_Zinc_finger_FYVE_domain-containing_protein_21_(Homo_sapiens)	2818	76.3554	52.818600000000004	77.1628
chr1	EviAnn	gene	21471447	21492278	.	+	.	LOC_00000178	geneID=LOC_00000178	protein_coding	XRCC3:_DNA_repair_protein_XRCC3_(Homo_sapiens)	3007.13	39.1759	46.1729	45.6887
chr1	EviAnn	gene	21495756	21552600	.	-	.	LOC_00000179	geneID=LOC_00000179	protein_coding	KLC1:_Kinesin_light_chain_1_(Pongo_abelii)	9859.26	26.1474	4.18896	13.7222
chr1	EviAnn	gene	21588146	21606685	.	-	.	LOC_00000180	geneID=LOC_00000180	protein_coding	COA8:_Cytochrome_c_oxidase_assembly_factor_8_(Homo_sapiens)	2038	0	0	0
chr1	EviAnn	gene	21606768	21622101	.	+	.	LOC_00000181	geneID=LOC_00000181	protein_coding	function_unknown	12821	0.794297	0.183477	0
chr1	EviAnn	gene	21752005	21823912	.	-	.	LOC_00000182	geneID=LOC_00000182	protein_coding	Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)	3003.33	0	1.26531	0.660158
chr1	EviAnn	gene	21847835	21865753	.	+	.	LOC_00000183	geneID=LOC_00000183	protein_coding	CKB:_Creatine_kinase_B-type_(Gallus_gallus)	1484	0	0	0
chr1	EviAnn	gene	21888000	21985417	.	-	.	LOC_00000184	geneID=LOC_00000184	protein_coding	MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)	12413	1.47746	3.10292	2.08898
chr1	EviAnn	gene	21985478	21991867	.	+	.	XLOC_000084U_lncRNA	geneID=XLOC_000084U_lncRNA	lncRNA	function_unknown	1003	0	0	0
chr1	EviAnn	gene	22042955	22087750	.	-	.	LOC_00000185	geneID=LOC_00000185	protein_coding	EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)	14742.7	114.069	58.7058	66.3321
chr1	EviAnn	gene	22091003	22092690	.	+	.	XLOC_000086U_lncRNA	geneID=XLOC_000086U_lncRNA	lncRNA	function_unknown	960	36.4859	14.9425	27.9943
chr1	EviAnn	gene	22131021	22170518	.	-	.	LOC_00000186	geneID=LOC_00000186	protein_coding	Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)	4830	1.29736	0.501566	1.04792
chr1	EviAnn	gene	22225178	22307371	.	-	.	LOC_00000187	geneID=LOC_00000187	protein_coding	EXOC3L4:_Exocyst_complex_component_3-like_protein_4_(Homo_sapiens)	1799.5	0	0	0
chr1	EviAnn	gene	22435698	22512656	.	-	.	LOC_00000188	geneID=LOC_00000188	protein_coding	LBH:_Protein_LBH_(Pongo_abelii)	7039	0.878917	1.01472	0.353054
chr1	EviAnn	gene	22617078	22783701	.	+	.	LOC_00000189	geneID=LOC_00000189	protein_coding	CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)	8083.61	28.7247	21.7397	24.8503
chr1	EviAnn	gene	22814980	22932850	.	-	.	LOC_00000190	geneID=LOC_00000190	protein_coding	AMN:_Protein_amnionless_(Homo_sapiens)	1446	0	0	0
chr1	EviAnn	gene	22977143	23100522	.	-	.	LOC_00000191	geneID=LOC_00000191	protein_coding	Traf3:_TNF_receptor-associated_factor_3_(Mus_musculus)	7021	0.293744	0	0.156261
chr1	EviAnn	gene	23246593	23453823	.	-	.	LOC_00000192	geneID=LOC_00000192	protein_coding	RCOR1:_REST_corepressor_1_(Homo_sapiens)	981	2.53703	1.87769	5.96945
chr1	EviAnn	gene	23558034	23577570	.	+	.	LOC_00000193	geneID=LOC_00000193	protein_coding	Ankrd9:_Ankyrin_repeat_domain-containing_protein_9_(Mus_musculus)	15416.7	41.9916	103.504	83.3156
chr1	EviAnn	gene	23597525	23664965	.	-	.	LOC_00000194	geneID=LOC_00000194	protein_coding	TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)	9352	0.438018	2.27612	1.32002
chr1	EviAnn	gene	23664571	23689789	.	+	.	LOC_00000195	geneID=LOC_00000195	protein_coding	CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)	13667.2	351.348	323.793	347.315
chr1	EviAnn	gene	23671838	23795576	.	-	.	LOC_00000196	geneID=LOC_00000196	protein_coding	ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)	5491.1	220.666	204.958	235.102
chr1	EviAnn	gene	23695709	23717055	.	+	.	LOC_00000197	geneID=LOC_00000197	protein_coding	MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)	5796	266.297	315.653	308.753
chr1	EviAnn	gene	23817982	23826546	.	+	.	LOC_00000198	geneID=LOC_00000198	protein_coding	HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)	2798	3.07764	5.32228	6.68968
chr1	EviAnn	gene	23883994	23956011	.	-	.	LOC_00000199	geneID=LOC_00000199	protein_coding	DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)	14274	0.854821	0.164556	0.515388
chr1	EviAnn	gene	23972119	24092759	.	-	.	LOC_00000200	geneID=LOC_00000200	protein_coding	PPP2R5C:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_gamma_isoform_(Homo_sapiens)	4753	0.439751	0	0
chr1	EviAnn	gene	24199848	24200713	.	-	.	LOC_00000201	geneID=LOC_00000201	protein_coding	DIO3:_Thyroxine_5-deiodinase_(Fragment)_(Gallus_gallus)	866	5.93622	0	0
chr1	EviAnn	gene	24352062	24370344	.	-	.	XLOC_001685U_lncRNA	geneID=XLOC_001685U_lncRNA	lncRNA	function_unknown	1765	0	4.40012	4.58724
chr1	EviAnn	gene	24941586	24953341	.	-	.	LOC_00000202	geneID=LOC_00000202	protein_coding	DLK1:_Protein_delta_homolog_1_(Homo_sapiens)	1395.33	0	1.16347	0
chr1	EviAnn	gene	25274858	25516131	.	+	.	LOC_00000203	geneID=LOC_00000203	protein_coding	BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)	1914	1.16396	0	0
chr1	EviAnn	gene	25567058	25771277	.	-	.	LOC_00000204	geneID=LOC_00000204	protein_coding	WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)	7855	0.623543	1.76139	1.17396
chr1	EviAnn	gene	25745505	25830602	.	+	.	LOC_00000205	geneID=LOC_00000205	protein_coding	WARS1:_Tryptophan--tRNA_ligase,_cytoplasmic_(Pongo_abelii)	30719.9	309.301	318.453	265.06
chr1	EviAnn	gene	25810690	25833730	.	-	.	LOC_00000206	geneID=LOC_00000206	protein_coding	Slc25a47:_Solute_carrier_family_25_member_47_(Mus_musculus)	941	0	0	0
chr1	EviAnn	gene	25850410	25879267	.	+	.	LOC_00000207	geneID=LOC_00000207	protein_coding	Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)	2307.55	59.9248	97.9245	103.501
chr1	EviAnn	gene	25873015	25898508	.	-	.	LOC_00000208	geneID=LOC_00000208	protein_coding	Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)	13113.2	6.72672	9.60147	7.09338
chr1	EviAnn	gene	25898645	25903004	.	+	.	XLOC_000095U_lncRNA	geneID=XLOC_000095U_lncRNA	lncRNA	function_unknown	4210	0.998304	0	0
chr1	EviAnn	gene	25925971	25957582	.	+	.	LOC_00000209	geneID=LOC_00000209	protein_coding	DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)	1931	3.45778	1.32732	2.76796
chr1	EviAnn	gene	25959227	26200110	.	-	.	LOC_00000210	geneID=LOC_00000210	protein_coding	EVL:_Ena/VASP-like_protein_(Pongo_abelii)	2465.5	0	0	0
chr1	EviAnn	gene	26206539	26424335	.	-	.	LOC_00000211	geneID=LOC_00000211	protein_coding	EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)	17542	3.04363	1.611	1.81879
chr1	EviAnn	gene	26368388	26415053	.	+	.	LOC_00000213	geneID=LOC_00000213	protein_coding	function_unknown	45543.8	391.701	240.073	260.05
chr1	EviAnn	gene	26368497	26439592	.	+	.	LOC_00000212	geneID=LOC_00000212	protein_coding	function_unknown	22427	1.61483	0	0
chr1	EviAnn	gene	26503627	26516718	.	-	.	LOC_00000214	geneID=LOC_00000214	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	2234.5	0	0	0
chr1	EviAnn	gene	26525230	26662101	.	-	.	LOC_00000215	geneID=LOC_00000215	protein_coding	CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)	3074	100.191	39.314	41.0154
chr1	EviAnn	gene	26613948	26616847	.	-	.	XLOC_001692U_lncRNA	geneID=XLOC_001692U_lncRNA	lncRNA	function_unknown	1736	0	0	0
chr1	EviAnn	gene	26643072	26708448	.	+	.	LOC_00000216	geneID=LOC_00000216	protein_coding	CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)	17544	1466.91	1320.23	1220.52
chr1	EviAnn	gene	26662043	26708448	.	+	.	LOC_00000217	geneID=LOC_00000217	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	5717	2.80118	2.8507	1.7506
chr1	EviAnn	gene	26718363	27030534	.	+	.	LOC_00000219	geneID=LOC_00000219	protein_coding	ccdc85c:_Coiled-coil_domain-containing_protein_85C_(Xenopus_tropicalis)	27429.8	27.9011	18.8824	10.0155
chr1	EviAnn	gene	26720464	26765543	.	-	.	LOC_00000218	geneID=LOC_00000218	protein_coding	Hhipl1:_HHIP-like_protein_1_(Mus_musculus)	8349.69	2546.68	1954.6	1357.81
chr1	EviAnn	gene	27038815	27066286	.	-	.	LOC_00000220	geneID=LOC_00000220	protein_coding	CCNK:_Cyclin-K_(Homo_sapiens)	1152	4.17207	1.86776	0
chr1	EviAnn	gene	27065927	27134568	.	+	.	LOC_00000221	geneID=LOC_00000221	protein_coding	SETD3:_Actin-histidine_N-methyltransferase_(Gallus_gallus)	3079	11.8077	7.78747	16.7121
chr1	EviAnn	gene	27243809	27431239	.	+	.	LOC_00000222	geneID=LOC_00000222	protein_coding	BCL11B:_B-cell_lymphoma/leukemia_11B_(Homo_sapiens)	3554	0.596493	0	0.575701
chr1	EviAnn	gene	29654420	29654491	.	-	.	LOC_00000223	geneID=LOC_00000223	protein_coding	function_unknown	72	0	0	0
chr1	EviAnn	gene	30112621	30153839	.	-	.	LOC_00000224	geneID=LOC_00000224	protein_coding	VRK1:_Serine/threonine-protein_kinase_VRK1_(Bos_taurus)	4360	16.0217	22.0627	17.2111
chr1	EviAnn	gene	30379453	30442143	.	-	.	LOC_00000225	geneID=LOC_00000225	protein_coding	Papola:_Poly(A)_polymerase_alpha_(Mus_musculus)	15633	7.0383	15.3544	13.5529
chr1	EviAnn	gene	30446917	30496779	.	-	.	LOC_00000226	geneID=LOC_00000226	protein_coding	Ak7:_Adenylate_kinase_7_(Mus_musculus)	1396.8	0	0	0
chr1	EviAnn	gene	30500321	30503710	.	-	.	LOC_00000227	geneID=LOC_00000227	protein_coding	Gskip:_GSK3B-interacting_protein_(Rattus_norvegicus)	2094	0	0	3.79804
chr1	EviAnn	gene	30506662	30580667	.	+	.	LOC_00000228	geneID=LOC_00000228	protein_coding	ATG2B:_Autophagy-related_protein_2_homolog_B_(Homo_sapiens)	10086.5	5.71435	3.76169	4.51242
chr1	EviAnn	gene	30609895	30652110	.	-	.	LOC_00000229	geneID=LOC_00000229	protein_coding	Bdkrb2:_B2_bradykinin_receptor_(Rattus_norvegicus)	1246.5	0	0	2.44965
chr1	EviAnn	gene	30784523	30853828	.	-	.	LOC_00000230	geneID=LOC_00000230	protein_coding	C14orf132:_Uncharacterized_protein_C14orf132_(Homo_sapiens)	1434.5	0	0	0
chr1	EviAnn	gene	30935403	30935760	.	-	.	LOC_00000231	geneID=LOC_00000231	protein_coding	Tunar:_Protein_TUNAR_(Mus_musculus)	358	0	0	0
chr1	EviAnn	gene	31165502	31179028	.	+	.	XLOC_000108U_lncRNA	geneID=XLOC_000108U_lncRNA	lncRNA	function_unknown	1732	0	0	0
chr1	EviAnn	gene	31361156	31508417	.	+	.	LOC_00000232	geneID=LOC_00000232	protein_coding	SYNE3:_Nesprin-3_(Homo_sapiens)	21835.6	80.8194	85.1317	148.774
chr1	EviAnn	gene	31579537	31693014	.	+	.	LOC_00000233	geneID=LOC_00000233	protein_coding	CLMN:_Calmin_(Homo_sapiens)	2649	0	0	0
chr1	EviAnn	gene	31724206	31795342	.	+	.	LOC_00000234	geneID=LOC_00000234	protein_coding	DICER1:_Endoribonuclease_Dicer_(Gallus_gallus)	23569.6	7.12343	4.12434	5.59165
chr1	EviAnn	gene	32031930	32037664	.	+	.	LOC_00000235	geneID=LOC_00000235	protein_coding	GSC:_Homeobox_protein_goosecoid_(Gallus_gallus)	972	0	2.94302	0
chr1	EviAnn	gene	32172006	32172059	.	-	.	LOC_00000236	geneID=LOC_00000236	protein_coding	function_unknown	54	0	0	0
chr1	EviAnn	gene	32249758	32268104	.	+	.	LOC_00000237	geneID=LOC_00000237	protein_coding	SERPINA12:_Serpin_A12_(Homo_sapiens)	1387.5	0	0	0
chr1	EviAnn	gene	32336974	32348330	.	+	.	LOC_00000238	geneID=LOC_00000238	protein_coding	Alpha-1-antitrypsin-like_protein_CM55-MM_(Tamias_sibiricus)	1194	0	0	0
chr1	EviAnn	gene	32369290	32379479	.	+	.	LOC_00000239	geneID=LOC_00000239	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	792	3.33253	7.62618	19.8276
chr1	EviAnn	gene	32396443	32737402	.	+	.	LOC_00000240	geneID=LOC_00000240	protein_coding	Alpha-1-antitrypsin-like_protein_CM55-MS_(Tamias_sibiricus)	9660	56.1497	66.7982	123.955
chr1	EviAnn	gene	32401323	32413502	.	+	.	LOC_00000241	geneID=LOC_00000241	protein_coding	jockey\pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_funebris)	10538	59.1221	50.9625	65.2514
chr1	EviAnn	gene	32542650	32557518	.	+	.	LOC_00000242	geneID=LOC_00000242	protein_coding	Alpha-1-antiproteinase_2_(Equus_caballus)	1420	0	0	0
chr1	EviAnn	gene	32629608	32691657	.	-	.	LOC_00000243	geneID=LOC_00000243	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	1096.67	0	0	0
chr1	EviAnn	gene	32697528	32706020	.	+	.	LOC_00000244	geneID=LOC_00000244	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	1632	0	0	0
chr1	EviAnn	gene	32745074	32753924	.	+	.	LOC_00000245	geneID=LOC_00000245	protein_coding	Alpha-1-antiproteinase_(Callosciurus_caniceps)	1540	0	0	0
chr1	EviAnn	gene	32773449	32785182	.	+	.	LOC_00000246	geneID=LOC_00000246	protein_coding	Alpha-1-antiproteinase_2_(Equus_caballus)	2013.75	0	0	0
chr1	EviAnn	gene	32841486	32875675	.	+	.	LOC_00000247	geneID=LOC_00000247	protein_coding	SERPINA10:_Protein_Z-dependent_protease_inhibitor_(Homo_sapiens)	1708.33	0	0	0
chr1	EviAnn	gene	32868115	33025235	.	-	.	LOC_00000248	geneID=LOC_00000248	protein_coding	PPP4R4:_Serine/threonine-protein_phosphatase_4_regulatory_subunit_4_(Homo_sapiens)	2787	0	0	0
chr1	EviAnn	gene	33025861	33035576	.	+	.	LOC_00000249	geneID=LOC_00000249	protein_coding	DDX24:_ATP-dependent_RNA_helicase_DDX24_(Homo_sapiens)	1596	0	0	0
chr1	EviAnn	gene	33069077	33100271	.	+	.	LOC_00000250	geneID=LOC_00000250	protein_coding	DDX24:_ATP-dependent_RNA_helicase_DDX24_(Homo_sapiens)	5913	1.80776	1.23425	4.34312
chr1	EviAnn	gene	33202473	33220341	.	+	.	LOC_00000251	geneID=LOC_00000251	protein_coding	ASB2:_Ankyrin_repeat_and_SOCS_box_protein_2_(Homo_sapiens)	855	6.03425	0	0
chr1	EviAnn	gene	33228303	33240578	.	-	.	LOC_00000252	geneID=LOC_00000252	protein_coding	FAM181A:_Protein_FAM181A_(Homo_sapiens)	12276	72.22	19.3473	63.4886
chr1	EviAnn	gene	33230013	33245505	.	+	.	LOC_00000253	geneID=LOC_00000253	protein_coding	function_unknown	1949	1.1408	2.62757	1.36988
chr1	EviAnn	gene	33367824	33461057	.	+	.	LOC_00000254	geneID=LOC_00000254	protein_coding	PRIMA1:_Proline-rich_membrane_anchor_1_(Homo_sapiens)	13675.7	583.738	351.811	381.859
chr1	EviAnn	gene	33368140	33384585	.	+	.	LOC_00000255	geneID=LOC_00000255	protein_coding	function_unknown	15764	0.490207	0.566742	0
chr1	EviAnn	gene	33499744	33723390	.	-	.	LOC_00000256	geneID=LOC_00000256	protein_coding	UNC79:_Protein_unc-79_homolog_(Homo_sapiens)	3723	0	0.802103	0
chr1	EviAnn	gene	33772585	33859190	.	+	.	LOC_00000257	geneID=LOC_00000257	protein_coding	BTBD7:_BTB/POZ_domain-containing_protein_7_(Homo_sapiens)	10941.5	108.418	50.4379	63.9587
chr1	EviAnn	gene	33862057	33880250	.	-	.	LOC_00000258	geneID=LOC_00000258	protein_coding	UBR7:_Putative_E3_ubiquitin-protein_ligase_UBR7_(Homo_sapiens)	3733	5.0972	1.96001	7.91116
chr1	EviAnn	gene	33880326	33882728	.	+	.	LOC_00000259	geneID=LOC_00000259	protein_coding	GON7:_EKC/KEOPS_complex_subunit_GON7_(Bos_taurus)	878	11.6657	13.3645	38.2386
chr1	EviAnn	gene	33885829	33896154	.	-	.	LOC_00000260	geneID=LOC_00000260	protein_coding	Lyset:_Lysosomal_enzyme_trafficking_factor_(Rattus_norvegicus)	2230.74	5.89975	6.3221	1.60223
chr1	EviAnn	gene	33901239	33904702	.	+	.	XLOC_000128U_lncRNA	geneID=XLOC_000128U_lncRNA	lncRNA	function_unknown	266	366.221	0	0
chr1	EviAnn	gene	33945363	34136699	.	+	.	LOC_00000261	geneID=LOC_00000261	protein_coding	ITPK1:_Inositol-tetrakisphosphate_1-kinase_(Gallus_gallus)	10172.9	23.3157	13.5272	14.2667
