Chromosome	Source	Type	Start	Stop	Score	Strand	Phase	Name	GeneID	BioType	Function	Length	rna_30	rna_35	rna_L007
chr1	EviAnn	gene	15307030	15316257	.	-	.	XLOC_001654U_lncRNA	geneID=XLOC_001654U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	15336455	15368267	.	-	.	LOC_00000138	geneID=LOC_00000138	protein_coding	SGPP1:_Sphingosine-1-phosphate_phosphatase_1_(Homo_sapiens)	1299	8.40274	47.1112	32.4827
chr1	EviAnn	gene	15429139	15529101	.	+	.	LOC_00000139	geneID=LOC_00000139	protein_coding	SYNE2:_Nesprin-2_(Homo_sapiens)	2839	0	0	0
chr1	EviAnn	gene	15679705	15679797	.	-	.	LOC_00000140	geneID=LOC_00000140	protein_coding	function_unknown	93	0	0	0
chr1	EviAnn	gene	15774864	15879669	.	-	.	LOC_00000141	geneID=LOC_00000141	protein_coding	ESR2:_Estrogen_receptor_beta_(Sturnus_vulgaris)	1659	0	0	0
chr1	EviAnn	gene	15947739	16045389	.	+	.	LOC_00000142	geneID=LOC_00000142	protein_coding	Mthfd1:_C-1-tetrahydrofolate_synthase,_cytoplasmic_(Rattus_norvegicus)	2452.5	0	3.26548	0
chr1	EviAnn	gene	16057270	16072894	.	+	.	LOC_00000143	geneID=LOC_00000143	protein_coding	AKAP5:_A-kinase_anchor_protein_5_(Bos_taurus)	1485	0	0	3.09754
chr1	EviAnn	gene	16082285	16168096	.	-	.	LOC_00000144	geneID=LOC_00000144	protein_coding	ZBTB25:_Zinc_finger_and_BTB_domain-containing_protein_25_(Gorilla_gorilla_gorilla)	1368	0	0	0
chr1	EviAnn	gene	16096632	16124110	.	+	.	LOC_00000145	geneID=LOC_00000145	protein_coding	ZBTB1:_Zinc_finger_and_BTB_domain-containing_protein_1_(Homo_sapiens)	2124	0	0	0
chr1	EviAnn	gene	16135387	16138245	.	+	.	LOC_00000146	geneID=LOC_00000146	protein_coding	Heat_shock_70_kDa_protein_(Gallus_gallus)	1908	0	7.04354	0
chr1	EviAnn	gene	16148316	16184244	.	+	.	LOC_00000147	geneID=LOC_00000147	protein_coding	PPP1R36:_Protein_phosphatase_1_regulatory_subunit_36_(Homo_sapiens)	1195.5	0	4.31754	0
chr1	EviAnn	gene	16203626	16481870	.	+	.	LOC_00000148	geneID=LOC_00000148	protein_coding	Brf1:_Transcription_factor_IIIB_90_kDa_subunit_(Mus_musculus)	336	54.1467	0	30.4529
chr1	EviAnn	gene	16313448	16319468	.	-	.	LOC_00000149	geneID=LOC_00000149	protein_coding	btbd6:_BTB/POZ_domain-containing_protein_6_(Xenopus_laevis)	1668.27	88.6924	60.6257	132.706
chr1	EviAnn	gene	17299768	17303024	.	+	.	LOC_00000150	geneID=LOC_00000150	protein_coding	function_unknown	189	174.797	452.045	230.942
chr1	EviAnn	gene	17304203	17377192	.	+	.	LOC_00000151	geneID=LOC_00000151	protein_coding	NUDT14:_Uridine_diphosphate_glucose_pyrophosphatase_NUDT14_(Homo_sapiens)	471	62.4609	0	0
chr1	EviAnn	gene	17373509	17376904	.	-	.	XLOC_001663U_lncRNA	geneID=XLOC_001663U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	17464261	17590407	.	+	.	LOC_00000152	geneID=LOC_00000152	protein_coding	JAG2:_Protein_jagged-2_(Homo_sapiens)	2699	0	3.55723	0
chr1	EviAnn	gene	17869494	17892744	.	+	.	LOC_00000153	geneID=LOC_00000153	protein_coding	Gpr132:_Probable_G-protein_coupled_receptor_132_(Mus_musculus)	1044	10.8475	28.1501	9.33156
chr1	EviAnn	gene	17899799	17903399	.	+	.	XLOC_000070U_lncRNA	geneID=XLOC_000070U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	17899799	17933840	.	+	.	LOC_00000154	geneID=LOC_00000154	protein_coding	CDCA4:_Cell_division_cycle-associated_protein_4_(Homo_sapiens)	777	23.3956	33.9187	6.72792
chr1	EviAnn	gene	17944093	17975137	.	+	.	LOC_00000156	geneID=LOC_00000156	protein_coding	Sertad2:_SERTA_domain-containing_protein_2_(Mus_musculus)	852	20.8355	30.1434	0
chr1	EviAnn	gene	17944130	17954201	.	+	.	LOC_00000155	geneID=LOC_00000155	protein_coding	function_unknown	378	0	0	0
chr1	EviAnn	gene	17977224	18004084	.	-	.	LOC_00000157	geneID=LOC_00000157	protein_coding	Clba1:_Uncharacterized_protein_CLBA1_(Mus_musculus)	751	0	20.9855	0
chr1	EviAnn	gene	18046807	18081318	.	+	.	LOC_00000158	geneID=LOC_00000158	protein_coding	adss1-a:_Adenylosuccinate_synthetase_isozyme_1_A_(Xenopus_laevis)	1395	0	3.33795	0
chr1	EviAnn	gene	18088563	18094617	.	+	.	LOC_00000159	geneID=LOC_00000159	protein_coding	SIVA1:_Apoptosis_regulatory_protein_Siva_(Homo_sapiens)	531	26.1224	0	33.9997
chr1	EviAnn	gene	18100716	18244078	.	-	.	LOC_00000160	geneID=LOC_00000160	protein_coding	V-AKT:_AKT_kinase-transforming_protein_(AKT8_murine_leukemia_virus)	1443	0	0	0
chr1	EviAnn	gene	18200311	18244104	.	-	.	LOC_00000161	geneID=LOC_00000161	protein_coding	Transposon_TX1_uncharacterized_149_kDa_protein_(Xenopus_laevis)	1845	20.261	19.5496	48.3814
chr1	EviAnn	gene	18312111	18323368	.	+	.	LOC_00000162	geneID=LOC_00000162	protein_coding	zbtb18.2:_Zinc_finger_and_BTB_domain-containing_protein_18.2_(Xenopus_laevis)	1434	0	0	0
chr1	EviAnn	gene	18508120	18526403	.	+	.	LOC_00000163	geneID=LOC_00000163	protein_coding	PLD4:_5'-3'_exonuclease_PLD4_(Homo_sapiens)	774	0	0	0
chr1	EviAnn	gene	18753753	18843929	.	-	.	LOC_00000164	geneID=LOC_00000164	protein_coding	Inf2:_Inverted_formin-2_(Mus_musculus)	2439	0	28.8543	0
chr1	EviAnn	gene	19023046	19051451	.	+	.	LOC_00000165	geneID=LOC_00000165	protein_coding	TMEM179:_Transmembrane_protein_179_(Homo_sapiens)	479	0	0	0
chr1	EviAnn	gene	19056140	19098751	.	-	.	LOC_00000166	geneID=LOC_00000166	protein_coding	NRAC:_Nutritionally-regulated_adipose_and_cardiac_enriched_protein_homolog_(Homo_sapiens)	375	0	0	0
chr1	EviAnn	gene	19960756	19969081	.	+	.	LOC_00000167	geneID=LOC_00000167	protein_coding	function_unknown	324	57.6459	0	25.3532
chr1	EviAnn	gene	19969339	19982820	.	-	.	LOC_00000168	geneID=LOC_00000168	protein_coding	function_unknown	102	233.022	19985.7	39.8445
chr1	EviAnn	gene	20451051	20475390	.	-	.	LOC_00000169	geneID=LOC_00000169	protein_coding	function_unknown	282	0	32.4833	0
chr1	EviAnn	gene	20738319	20937069	.	-	.	LOC_00000170	geneID=LOC_00000170	protein_coding	KIF26A:_Kinesin-like_protein_KIF26A_(Homo_sapiens)	5856	0	5.48123	0
chr1	EviAnn	gene	21022873	21124729	.	-	.	LOC_00000171	geneID=LOC_00000171	protein_coding	ASPG:_60_kDa_lysophospholipase_(Homo_sapiens)	1740.75	0	0	0
chr1	EviAnn	gene	21173053	21315084	.	-	.	LOC_00000172	geneID=LOC_00000172	protein_coding	TDRD9:_ATP-dependent_RNA_helicase_TDRD9_(Homo_sapiens)	4101	0	0	0
chr1	EviAnn	gene	21303018	21305393	.	+	.	LOC_00000173	geneID=LOC_00000173	protein_coding	RD3L:_Protein_RD3-like_(Homo_sapiens)	450	0	0	9.57975
chr1	EviAnn	gene	21321678	21336822	.	+	.	LOC_00000174	geneID=LOC_00000174	protein_coding	function_unknown	495	55.6157	47.4401	140.479
chr1	EviAnn	gene	21352280	21448943	.	+	.	LOC_00000175	geneID=LOC_00000175	protein_coding	Ppp1r13b:_Apoptosis-stimulating_of_p53_protein_1_(Mus_musculus)	3432	208.235	299.315	238.01
chr1	EviAnn	gene	21352298	21367115	.	+	.	LOC_00000176	geneID=LOC_00000176	protein_coding	function_unknown	444	2919.4	2056.81	2106.91
chr1	EviAnn	gene	21447128	21471875	.	-	.	LOC_00000177	geneID=LOC_00000177	protein_coding	ZFYVE21:_Zinc_finger_FYVE_domain-containing_protein_21_(Homo_sapiens)	729	33.8595	21.4843	0
chr1	EviAnn	gene	21471447	21492278	.	+	.	LOC_00000178	geneID=LOC_00000178	protein_coding	XRCC3:_DNA_repair_protein_XRCC3_(Homo_sapiens)	1065	5.29682	13.7416	36.4475
chr1	EviAnn	gene	21495756	21552600	.	-	.	LOC_00000179	geneID=LOC_00000179	protein_coding	KLC1:_Kinesin_light_chain_1_(Pongo_abelii)	1670.33	0	0	2.69675
chr1	EviAnn	gene	21588146	21606685	.	-	.	LOC_00000180	geneID=LOC_00000180	protein_coding	COA8:_Cytochrome_c_oxidase_assembly_factor_8_(Homo_sapiens)	613	0	17.4942	0
chr1	EviAnn	gene	21606768	21622101	.	+	.	LOC_00000181	geneID=LOC_00000181	protein_coding	function_unknown	417	0	0	0
chr1	EviAnn	gene	21752005	21823912	.	-	.	LOC_00000182	geneID=LOC_00000182	protein_coding	Trmt61a:_tRNA_(adenine(58)-N(1))-methyltransferase_catalytic_subunit_TRMT61A_(Rattus_norvegicus)	766.5	0	9.47424	0
chr1	EviAnn	gene	21847835	21865753	.	+	.	LOC_00000183	geneID=LOC_00000183	protein_coding	CKB:_Creatine_kinase_B-type_(Gallus_gallus)	1146	0	0	0
chr1	EviAnn	gene	21888000	21985417	.	-	.	LOC_00000184	geneID=LOC_00000184	protein_coding	MARK3:_MAP/microtubule_affinity-regulating_kinase_3_(Homo_sapiens)	2255.25	0	0	6.02674
chr1	EviAnn	gene	21985478	21991867	.	+	.	XLOC_000084U_lncRNA	geneID=XLOC_000084U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	22042955	22087750	.	-	.	LOC_00000185	geneID=LOC_00000185	protein_coding	EIF5:_Eukaryotic_translation_initiation_factor_5_(Homo_sapiens)	1038	54.6112	166.728	34.4078
chr1	EviAnn	gene	22091003	22092690	.	+	.	XLOC_000086U_lncRNA	geneID=XLOC_000086U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	22131021	22170518	.	-	.	LOC_00000186	geneID=LOC_00000186	protein_coding	Tnfaip2:_Tumor_necrosis_factor_alpha-induced_protein_2_(Mus_musculus)	2019	0	2.28059	0
chr1	EviAnn	gene	22225178	22307371	.	-	.	LOC_00000187	geneID=LOC_00000187	protein_coding	EXOC3L4:_Exocyst_complex_component_3-like_protein_4_(Homo_sapiens)	1722.5	0	0	0
chr1	EviAnn	gene	22435698	22512656	.	-	.	LOC_00000188	geneID=LOC_00000188	protein_coding	LBH:_Protein_LBH_(Pongo_abelii)	354	0	0	0
chr1	EviAnn	gene	22617078	22783701	.	+	.	LOC_00000189	geneID=LOC_00000189	protein_coding	CDC42BPB:_Serine/threonine-protein_kinase_MRCK_beta_(Homo_sapiens)	3169.93	0	1.08152	0
chr1	EviAnn	gene	22814980	22932850	.	-	.	LOC_00000190	geneID=LOC_00000190	protein_coding	AMN:_Protein_amnionless_(Homo_sapiens)	1395	0	0	0
chr1	EviAnn	gene	22977143	23100522	.	-	.	LOC_00000191	geneID=LOC_00000191	protein_coding	Traf3:_TNF_receptor-associated_factor_3_(Mus_musculus)	1283.25	0	0	0
chr1	EviAnn	gene	23246593	23453823	.	-	.	LOC_00000192	geneID=LOC_00000192	protein_coding	RCOR1:_REST_corepressor_1_(Homo_sapiens)	1047	5.40524	6.36887	5.16375
chr1	EviAnn	gene	23558034	23577570	.	+	.	LOC_00000193	geneID=LOC_00000193	protein_coding	Ankrd9:_Ankyrin_repeat_domain-containing_protein_9_(Mus_musculus)	888	0	0	0
chr1	EviAnn	gene	23597525	23664965	.	-	.	LOC_00000194	geneID=LOC_00000194	protein_coding	TECPR2:_Tectonin_beta-propeller_repeat-containing_protein_2_(Homo_sapiens)	4329	0	8.13843	0
chr1	EviAnn	gene	23664571	23689789	.	+	.	LOC_00000195	geneID=LOC_00000195	protein_coding	CINP:_Cyclin-dependent_kinase_2-interacting_protein_(Bos_taurus)	322.2	0	34.3902	45.3329
chr1	EviAnn	gene	23671838	23795576	.	-	.	LOC_00000196	geneID=LOC_00000196	protein_coding	ZNF839:_Zinc_finger_protein_839_(Homo_sapiens)	1494.75	50.1439	9.66836	30.9239
chr1	EviAnn	gene	23695709	23717055	.	+	.	LOC_00000197	geneID=LOC_00000197	protein_coding	MOK:_MAPK/MAK/MRK_overlapping_kinase_(Homo_sapiens)	1263	86.7888	74.8848	123.037
chr1	EviAnn	gene	23817982	23826546	.	+	.	LOC_00000198	geneID=LOC_00000198	protein_coding	HSP90AA1:_Heat_shock_protein_HSP_90-alpha_(Gallus_gallus)	1749	9.01763	7.75665	28.3655
chr1	EviAnn	gene	23883994	23956011	.	-	.	LOC_00000199	geneID=LOC_00000199	protein_coding	DYNC1H1:_Cytoplasmic_dynein_1_heavy_chain_1_(Homo_sapiens)	12237	2.75701	3.83308	2.02128
chr1	EviAnn	gene	23972119	24092759	.	-	.	LOC_00000200	geneID=LOC_00000200	protein_coding	PPP2R5C:_Serine/threonine-protein_phosphatase_2A_56_kDa_regulatory_subunit_gamma_isoform_(Homo_sapiens)	1553.57	0	0	0
chr1	EviAnn	gene	24199848	24200713	.	-	.	LOC_00000201	geneID=LOC_00000201	protein_coding	DIO3:_Thyroxine_5-deiodinase_(Fragment)_(Gallus_gallus)	444	0	0	0
chr1	EviAnn	gene	24352062	24370344	.	-	.	XLOC_001685U_lncRNA	geneID=XLOC_001685U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	24941586	24953341	.	-	.	LOC_00000202	geneID=LOC_00000202	protein_coding	DLK1:_Protein_delta_homolog_1_(Homo_sapiens)	757.5	0	36.9535	0
chr1	EviAnn	gene	25274858	25516131	.	+	.	LOC_00000203	geneID=LOC_00000203	protein_coding	BEGAIN:_Brain-enriched_guanylate_kinase-associated_protein_(Homo_sapiens)	1815	0	2.61553	0
chr1	EviAnn	gene	25567058	25771277	.	-	.	LOC_00000204	geneID=LOC_00000204	protein_coding	WDR25:_WD_repeat-containing_protein_25_(Homo_sapiens)	1509	0	3.05195	0
chr1	EviAnn	gene	25745505	25830602	.	+	.	LOC_00000205	geneID=LOC_00000205	protein_coding	WARS1:_Tryptophan--tRNA_ligase,_cytoplasmic_(Pongo_abelii)	1201.5	0	0	0
chr1	EviAnn	gene	25810690	25833730	.	-	.	LOC_00000206	geneID=LOC_00000206	protein_coding	Slc25a47:_Solute_carrier_family_25_member_47_(Mus_musculus)	880.5	0	0	0
chr1	EviAnn	gene	25850410	25879267	.	+	.	LOC_00000207	geneID=LOC_00000207	protein_coding	Slc25a29:_Mitochondrial_basic_amino_acids_transporter_(Rattus_norvegicus)	726	8.51034	7.41294	0
chr1	EviAnn	gene	25873015	25898508	.	-	.	LOC_00000208	geneID=LOC_00000208	protein_coding	Yy1:_Transcriptional_repressor_protein_YY1_(Mus_musculus)	819	72.9606	65.654	50.3244
chr1	EviAnn	gene	25898645	25903004	.	+	.	XLOC_000095U_lncRNA	geneID=XLOC_000095U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	25925971	25957582	.	+	.	LOC_00000209	geneID=LOC_00000209	protein_coding	DEGS2:_Sphingolipid_delta(4)-desaturase/C4-monooxygenase_DES2_(Homo_sapiens)	913.5	0	11.8463	0
chr1	EviAnn	gene	25959227	26200110	.	-	.	LOC_00000210	geneID=LOC_00000210	protein_coding	EVL:_Ena/VASP-like_protein_(Pongo_abelii)	1584.9	0	16.9646	0
chr1	EviAnn	gene	26206539	26424335	.	-	.	LOC_00000211	geneID=LOC_00000211	protein_coding	EML1:_Echinoderm_microtubule-associated_protein-like_1_(Homo_sapiens)	1488	3.60002	2.38089	3.09048
chr1	EviAnn	gene	26368388	26415053	.	+	.	LOC_00000213	geneID=LOC_00000213	protein_coding	function_unknown	480	971.208	907.894	474.166
chr1	EviAnn	gene	26368497	26439592	.	+	.	LOC_00000212	geneID=LOC_00000212	protein_coding	function_unknown	381	240.356	289.114	402.26
chr1	EviAnn	gene	26503627	26516718	.	-	.	LOC_00000214	geneID=LOC_00000214	protein_coding	Pkdcc:_Extracellular_tyrosine-protein_kinase_PKDCC_(Mus_musculus)	1320	0	7.11454	0
chr1	EviAnn	gene	26525230	26662101	.	-	.	LOC_00000215	geneID=LOC_00000215	protein_coding	CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)	1512	21.2145	18.2705	18.2105
chr1	EviAnn	gene	26613948	26616847	.	-	.	XLOC_001692U_lncRNA	geneID=XLOC_001692U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	26643072	26708448	.	+	.	LOC_00000216	geneID=LOC_00000216	protein_coding	CYP46A1:_Cholesterol_24-hydroxylase_(Homo_sapiens)	1227	4.48689	25.3394	3.85573
chr1	EviAnn	gene	26662043	26708448	.	+	.	LOC_00000217	geneID=LOC_00000217	protein_coding	F52C9.6:_Putative_uncharacterized_transposon-derived_protein_F52C9.6_(Caenorhabditis_elegans)	837	78.9336	28.3683	88.2831
chr1	EviAnn	gene	26718363	27030534	.	+	.	LOC_00000219	geneID=LOC_00000219	protein_coding	ccdc85c:_Coiled-coil_domain-containing_protein_85C_(Xenopus_tropicalis)	990	0	0	0
chr1	EviAnn	gene	26720464	26765543	.	-	.	LOC_00000218	geneID=LOC_00000218	protein_coding	Hhipl1:_HHIP-like_protein_1_(Mus_musculus)	1444.1	4464.53	2863.51	2122.74
chr1	EviAnn	gene	27038815	27066286	.	-	.	LOC_00000220	geneID=LOC_00000220	protein_coding	CCNK:_Cyclin-K_(Homo_sapiens)	1319.14	0	39.2333	4.33715
chr1	EviAnn	gene	27065927	27134568	.	+	.	LOC_00000221	geneID=LOC_00000221	protein_coding	SETD3:_Actin-histidine_N-methyltransferase_(Gallus_gallus)	1989	2.60981	2.2428	8.95159
chr1	EviAnn	gene	27243809	27431239	.	+	.	LOC_00000222	geneID=LOC_00000222	protein_coding	BCL11B:_B-cell_lymphoma/leukemia_11B_(Homo_sapiens)	2231.62	0	0	0
chr1	EviAnn	gene	29654420	29654491	.	-	.	LOC_00000223	geneID=LOC_00000223	protein_coding	function_unknown	72	0	0	0
chr1	EviAnn	gene	30112621	30153839	.	-	.	LOC_00000224	geneID=LOC_00000224	protein_coding	VRK1:_Serine/threonine-protein_kinase_VRK1_(Bos_taurus)	831	7.16411	9.21663	0
chr1	EviAnn	gene	30379453	30442143	.	-	.	LOC_00000225	geneID=LOC_00000225	protein_coding	Papola:_Poly(A)_polymerase_alpha_(Mus_musculus)	1473	7.28276	0	1.95105
chr1	EviAnn	gene	30446917	30496779	.	-	.	LOC_00000226	geneID=LOC_00000226	protein_coding	Ak7:_Adenylate_kinase_7_(Mus_musculus)	1284	0	6.2227	0
chr1	EviAnn	gene	30500321	30503710	.	-	.	LOC_00000227	geneID=LOC_00000227	protein_coding	Gskip:_GSK3B-interacting_protein_(Rattus_norvegicus)	420	0	0	16.2631
chr1	EviAnn	gene	30506662	30580667	.	+	.	LOC_00000228	geneID=LOC_00000228	protein_coding	ATG2B:_Autophagy-related_protein_2_homolog_B_(Homo_sapiens)	3034	0	4.69158	33.0585
chr1	EviAnn	gene	30609895	30652110	.	-	.	LOC_00000229	geneID=LOC_00000229	protein_coding	Bdkrb2:_B2_bradykinin_receptor_(Rattus_norvegicus)	1149	0	0	0
chr1	EviAnn	gene	30784523	30853828	.	-	.	LOC_00000230	geneID=LOC_00000230	protein_coding	C14orf132:_Uncharacterized_protein_C14orf132_(Homo_sapiens)	252	0	0	0
chr1	EviAnn	gene	30935403	30935760	.	-	.	LOC_00000231	geneID=LOC_00000231	protein_coding	Tunar:_Protein_TUNAR_(Mus_musculus)	147	0	158.741	0
chr1	EviAnn	gene	31165502	31179028	.	+	.	XLOC_000108U_lncRNA	geneID=XLOC_000108U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	31361156	31508417	.	+	.	LOC_00000232	geneID=LOC_00000232	protein_coding	SYNE3:_Nesprin-3_(Homo_sapiens)	2685	3.77656	8.3124	1.59876
chr1	EviAnn	gene	31579537	31693014	.	+	.	LOC_00000233	geneID=LOC_00000233	protein_coding	CLMN:_Calmin_(Homo_sapiens)	2649	0	1.64363	0
chr1	EviAnn	gene	31724206	31795342	.	+	.	LOC_00000234	geneID=LOC_00000234	protein_coding	DICER1:_Endoribonuclease_Dicer_(Gallus_gallus)	2289	20.1668	16.0835	21.1268
chr1	EviAnn	gene	32031930	32037664	.	+	.	LOC_00000235	geneID=LOC_00000235	protein_coding	GSC:_Homeobox_protein_goosecoid_(Gallus_gallus)	774	0	0	0
chr1	EviAnn	gene	32172006	32172059	.	-	.	LOC_00000236	geneID=LOC_00000236	protein_coding	function_unknown	54	0	0	0
chr1	EviAnn	gene	32249758	32268104	.	+	.	LOC_00000237	geneID=LOC_00000237	protein_coding	SERPINA12:_Serpin_A12_(Homo_sapiens)	1308	0	3.59506	10.7417
chr1	EviAnn	gene	32336974	32348330	.	+	.	LOC_00000238	geneID=LOC_00000238	protein_coding	Alpha-1-antitrypsin-like_protein_CM55-MM_(Tamias_sibiricus)	1194	0	0	0
chr1	EviAnn	gene	32369290	32379479	.	+	.	LOC_00000239	geneID=LOC_00000239	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	525	0	46.6408	23.0482
chr1	EviAnn	gene	32396443	32737402	.	+	.	LOC_00000240	geneID=LOC_00000240	protein_coding	Alpha-1-antitrypsin-like_protein_CM55-MS_(Tamias_sibiricus)	1212	27.308	31.4321	11.7342
chr1	EviAnn	gene	32401323	32413502	.	+	.	LOC_00000241	geneID=LOC_00000241	protein_coding	jockey\pol:_RNA-directed_DNA_polymerase_from_mobile_element_jockey_(Drosophila_funebris)	3033	217.785	164.809	149.103
chr1	EviAnn	gene	32542650	32557518	.	+	.	LOC_00000242	geneID=LOC_00000242	protein_coding	Alpha-1-antiproteinase_2_(Equus_caballus)	1269	0	0	0
chr1	EviAnn	gene	32629608	32691657	.	-	.	LOC_00000243	geneID=LOC_00000243	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	772.5	0	0	0
chr1	EviAnn	gene	32697528	32706020	.	+	.	LOC_00000244	geneID=LOC_00000244	protein_coding	Alpha-1-antiproteinase_(Didelphis_virginiana)	1036.5	0	7.40653	0
chr1	EviAnn	gene	32745074	32753924	.	+	.	LOC_00000245	geneID=LOC_00000245	protein_coding	Alpha-1-antiproteinase_(Callosciurus_caniceps)	1281	0	3.68311	0
chr1	EviAnn	gene	32773449	32785182	.	+	.	LOC_00000246	geneID=LOC_00000246	protein_coding	Alpha-1-antiproteinase_2_(Equus_caballus)	1326	0	3.22655	0
chr1	EviAnn	gene	32841486	32875675	.	+	.	LOC_00000247	geneID=LOC_00000247	protein_coding	SERPINA10:_Protein_Z-dependent_protease_inhibitor_(Homo_sapiens)	1290	0	0	0
chr1	EviAnn	gene	32868115	33025235	.	-	.	LOC_00000248	geneID=LOC_00000248	protein_coding	PPP4R4:_Serine/threonine-protein_phosphatase_4_regulatory_subunit_4_(Homo_sapiens)	2358.86	0	0	0
chr1	EviAnn	gene	33025861	33035576	.	+	.	LOC_00000249	geneID=LOC_00000249	protein_coding	DDX24:_ATP-dependent_RNA_helicase_DDX24_(Homo_sapiens)	396	0	36.23	0
chr1	EviAnn	gene	33069077	33100271	.	+	.	LOC_00000250	geneID=LOC_00000250	protein_coding	DDX24:_ATP-dependent_RNA_helicase_DDX24_(Homo_sapiens)	2212.5	0	10.4218	0
chr1	EviAnn	gene	33202473	33220341	.	+	.	LOC_00000251	geneID=LOC_00000251	protein_coding	ASB2:_Ankyrin_repeat_and_SOCS_box_protein_2_(Homo_sapiens)	1060.5	0	0	18.1961
chr1	EviAnn	gene	33228303	33240578	.	-	.	LOC_00000252	geneID=LOC_00000252	protein_coding	FAM181A:_Protein_FAM181A_(Homo_sapiens)	948	30.4544	110.809	178.285
chr1	EviAnn	gene	33230013	33245505	.	+	.	LOC_00000253	geneID=LOC_00000253	protein_coding	function_unknown	447	0	0	0
chr1	EviAnn	gene	33367824	33461057	.	+	.	LOC_00000254	geneID=LOC_00000254	protein_coding	PRIMA1:_Proline-rich_membrane_anchor_1_(Homo_sapiens)	360.5	0	0	0
chr1	EviAnn	gene	33368140	33384585	.	+	.	LOC_00000255	geneID=LOC_00000255	protein_coding	function_unknown	465	0	14.0236	0
chr1	EviAnn	gene	33499744	33723390	.	-	.	LOC_00000256	geneID=LOC_00000256	protein_coding	UNC79:_Protein_unc-79_homolog_(Homo_sapiens)	3577.2	0	9.29649	0
chr1	EviAnn	gene	33772585	33859190	.	+	.	LOC_00000257	geneID=LOC_00000257	protein_coding	BTBD7:_BTB/POZ_domain-containing_protein_7_(Homo_sapiens)	3369	29.6968	63.9682	45.1037
chr1	EviAnn	gene	33862057	33880250	.	-	.	LOC_00000258	geneID=LOC_00000258	protein_coding	UBR7:_Putative_E3_ubiquitin-protein_ligase_UBR7_(Homo_sapiens)	1284	4.25782	23.7262	0
chr1	EviAnn	gene	33880326	33882728	.	+	.	LOC_00000259	geneID=LOC_00000259	protein_coding	GON7:_EKC/KEOPS_complex_subunit_GON7_(Bos_taurus)	288	35.6832	0	0
chr1	EviAnn	gene	33885829	33896154	.	-	.	LOC_00000260	geneID=LOC_00000260	protein_coding	Lyset:_Lysosomal_enzyme_trafficking_factor_(Rattus_norvegicus)	396	20.5056	18.115	0
chr1	EviAnn	gene	33901239	33904702	.	+	.	XLOC_000128U_lncRNA	geneID=XLOC_000128U_lncRNA	lncRNA	function_unknown	NA	NA	NA	NA
chr1	EviAnn	gene	33945363	34136699	.	+	.	LOC_00000261	geneID=LOC_00000261	protein_coding	ITPK1:_Inositol-tetrakisphosphate_1-kinase_(Gallus_gallus)	660.75	0	0	0
chr1	EviAnn	gene	33988034	34045103	.	+	.	LOC_00000262	geneID=LOC_00000262	protein_coding	function_unknown	585	34.1459	109.524	0
chr1	EviAnn	gene	34147485	34181807	.	-	.	LOC_00000263	geneID=LOC_00000263	protein_coding	CHGA:_Chromogranin-A_(Fragment)_(Sus_scrofa)	1408.5	0	0	3.54311
chr1	EviAnn	gene	34280195	34317284	.	-	.	LOC_00000264	geneID=LOC_00000264	protein_coding	Golga5:_Golgin_subfamily_A_member_5_(Mus_musculus)	1978.71	0	0	0
chr1	EviAnn	gene	34317372	34369874	.	+	.	LOC_00000265	geneID=LOC_00000265	protein_coding	LGMN:_Legumain_(Bos_taurus)	1188	0	0	8.99094
chr1	EviAnn	gene	34403267	34484317	.	-	.	LOC_00000266	geneID=LOC_00000266	protein_coding	RIN3:_Ras_and_Rab_interactor_3_(Homo_sapiens)	2874	0	4.51929	1.50465
chr1	EviAnn	gene	34556179	34712898	.	-	.	LOC_00000267	geneID=LOC_00000267	protein_coding	SLC24A4:_Sodium/potassium/calcium_exchanger_4_(Homo_sapiens)	1766	0	8.03285	0
chr1	EviAnn	gene	34800819	34845648	.	-	.	LOC_00000268	geneID=LOC_00000268	protein_coding	CPSF2:_Cleavage_and_polyadenylation_specificity_factor_subunit_2_(Bos_taurus)	2247	0	2.06804	0
chr1	EviAnn	gene	34848868	34854469	.	+	.	LOC_00000269	geneID=LOC_00000269	protein_coding	NDUFB1:_NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_1_(Pan_troglodytes)	177	0	0	90.6709
