"Chromosome","Source","Type","Start","Stop","Score","Strand","Phase","Name","GeneID","BioType","Function","Length","SRR2889291","SRR2889292","SRR2889293","Fmean","value"
"NC_052532.1","BestRefSeq%2CGnomon","gene",10859559,10922316,".","+",".","gene-HGF","Name=HGF","protein_coding","Dbxref=CGNC:49562,GeneID:395941",2166,1.9081,2.10418,2.14691,2.05306333333333,1.03777813269571
"NC_052532.1","BestRefSeq","gene",11250327,11372449,".","+",".","gene-SEMA3C","Name=SEMA3C","protein_coding","Dbxref=CGNC:49039,GeneID:374090",2256,0.273995,0.090365,0,0.121453333333333,-3.04152600905128
"NC_052532.1","BestRefSeq%2CGnomon","gene",11389956,11428714,".","-",".","gene-CD36","Name=CD36","protein_coding","Dbxref=CGNC:6399,GeneID:417730",1416,47.8311,55.8646,65.9594,56.5517,5.82149848859327
"NC_052532.1","BestRefSeq%2CGnomon","gene",11577337,11612045,".","-",".","gene-GNAI1","Name=GNAI1","protein_coding","Dbxref=CGNC:49774,GeneID:396368",1065,1.88981,5.39717,4.66949,3.98549,1.99475710868544
"NC_052532.1","BestRefSeq%2CGnomon","gene",11891816,12618645,".","+",".","gene-MAGI2","Name=MAGI2","protein_coding","Dbxref=CGNC:6330,GeneID:417729",4545,0.56919,0.9956,1.45932,1.00803666666667,0.0115481168696494
"NC_052532.1","BestRefSeq%2CGnomon","gene",12639433,12702107,".","-",".","gene-PHTF2","Name=PHTF2","protein_coding","Dbxref=CGNC:50581,GeneID:417728",1959,0.425246,0.721893,0.736595,0.627911333333333,-0.671367242763318
"NC_052532.1","BestRefSeq%2CGnomon","gene",12702421,12706677,".","+",".","gene-TMEM60","Name=TMEM60","protein_coding","Dbxref=CGNC:6313,GeneID:417727",405,2.24776,4.42747,7.61617,4.7638,2.25211284538821
"NC_052532.1","Gnomon","gene",12710323,12757769,".","-",".","gene-RSBN1L","Name=RSBN1L","protein_coding","Dbxref=CGNC:6312,GeneID:768780",2299,1.70061,1.11872,2.11615,1.64516,0.718227900058654
"NC_052532.1","Gnomon","gene",12769540,12839922,".","-",".","gene-PTPN12","Name=PTPN12","protein_coding","Dbxref=CGNC:6308,GeneID:417725",2229.22,6.47548,5.58006,6.74433,6.26662333333333,2.6476882799519
"NC_052532.1","Gnomon","gene",12874522,12936163,".","+",".","gene-GSAP","Name=GSAP","protein_coding","Dbxref=CGNC:50579,GeneID:417724",2543.25,4.3404,2.23182,4.06581,3.54601,1.8261966047448
"NC_052532.1","BestRefSeq","gene",12974733,12981307,".","+",".","gene-FGL2","Name=FGL2","protein_coding","Dbxref=CGNC:6295,GeneID:768821",1320,1.14999,0.64985,0.995894,0.931911333333333,-0.10173539864034
"NC_052532.1","Gnomon","gene",12995199,13035010,".","+",".","gene-FAM185A","Name=FAM185A","protein_coding","Dbxref=CGNC:50577,GeneID:417722",1098,1.41878,2.18282,2.45831,2.01997,1.01433386665399
"NC_052532.1","BestRefSeq","gene",13066767,13086659,".","+",".","gene-LRRC17","Name=LRRC17","protein_coding","Dbxref=CGNC:6289,GeneID:395440",1314,0.82565,0.326596,0.500514,0.55092,-0.86008525700329
"NC_052532.1","Gnomon","gene",13114835,13123888,".","+",".","gene-ARMC10","Name=ARMC10","protein_coding","Dbxref=CGNC:50576,GeneID:417720",786,0.301815,1.19273,1.69091,1.06181833333333,0.086536956331999
"NC_052532.1","BestRefSeq%2CGnomon","gene",13125062,13145553,".","-",".","gene-NAPEPLD","Name=NAPEPLD","protein_coding","Dbxref=CGNC:50575,GeneID:417719",1395,2.93364,2.29051,3.26248,2.82887666666667,1.50022927950296
"NC_052532.1","BestRefSeq%2CGnomon","gene",13165920,13174862,".","+",".","gene-PMPCB","Name=PMPCB","protein_coding","Dbxref=CGNC:6273,GeneID:417718",1462.47,14.794,17.2392,17.4691,16.5007666666667,4.04446115211617
"NC_052532.1","BestRefSeq%2CGnomon","gene",13174798,13194948,".","-",".","gene-DNAJC2","Name=DNAJC2","protein_coding","Dbxref=CGNC:6249,GeneID:417717",1707.3,2.34602,4.60382,4.0365,3.66211333333333,1.8726764396628
"NC_052532.1","BestRefSeq","gene",13192276,13199296,".","+",".","gene-PSMC2","Name=PSMC2","protein_coding","Dbxref=CGNC:6240,GeneID:417716",1302,58.0629,41.7435,49.2242,49.6768666666667,5.63450227434309
"NC_052532.1","BestRefSeq%2CGnomon","gene",13201561,13236297,".","-",".","gene-SLC26A5","Name=SLC26A5","protein_coding","Dbxref=CGNC:6231,GeneID:417715",2328,13.5122,9.08773,8.11331,10.2377466666667,3.35582630724104
"NC_052532.1","BestRefSeq%2CGnomon","gene",13244082,13517140,".","-",".","gene-RELN","Name=RELN","protein_coding","Dbxref=CGNC:6211,GeneID:427850",10383,4.89041,4.56181,7.87461,5.77561,2.52997332704812
"NC_052532.1","BestRefSeq%2CGnomon","gene",13545590,13614023,".","-",".","gene-ORC5","Name=ORC5","protein_coding","Dbxref=CGNC:6200,GeneID:417714",1308,0.663937,0.955234,0.503108,0.707426333333333,-0.499348171774017
"NC_052532.1","Gnomon","gene",13961689,14014491,".","+",".","gene-KMT2E","Name=KMT2E","protein_coding","Dbxref=CGNC:6193,GeneID:417712",5445,13.4111,13.5261,16.9284,14.6218666666667,3.87005559624857
"NC_052532.1","Gnomon","gene",14016180,14154059,".","-",".","gene-SRPK2","Name=SRPK2","protein_coding","Dbxref=CGNC:6182,GeneID:417711",2067,1.90623,2.18371,1.31686,1.80226666666667,0.849812490737649
"NC_052532.1","BestRefSeq%2CGnomon","gene",14174936,14196868,".","+",".","gene-PUS7","Name=PUS7","protein_coding","Dbxref=CGNC:6164,GeneID:417709",1953,2.02663,2.21602,2.68429,2.30898,1.20725567678211
"NC_052532.1","Gnomon","gene",14196619,14197212,".","-",".","gene-LOC124417287","Name=LOC124417287","protein_coding","Dbxref=GeneID:124417287",579,3.57406,1.76369,2.71618,2.68464333333333,1.42473043256428
"NC_052532.1","BestRefSeq","gene",14197215,14209033,".","+",".","gene-RINT1","Name=RINT1","protein_coding","Dbxref=CGNC:6158,GeneID:427848",2307,2.22935,2.47048,1.71048,2.13677,1.09543162595881
"NC_052532.1","Gnomon","gene",14205368,14210684,".","-",".","gene-EFCAB10","Name=EFCAB10","protein_coding","Dbxref=CGNC:55097,GeneID:769240",384,3.26367,0.803183,0,1.35561766666667,0.438950343532589
"NC_052532.1","Gnomon","gene",14215631,14325923,".","-",".","gene-ATXN7L1","Name=ATXN7L1","protein_coding","Dbxref=CGNC:6150,GeneID:427847",2505,3.26729,3.63705,4.75233,3.88555666666667,1.95812130203282
"NC_052532.1","Gnomon","gene",14325733,14379642,".","+",".","gene-CDHR3","Name=CDHR3","protein_coding","Dbxref=CGNC:53209,GeneID:427846",2457,0.500283,0.082503,0,0.194262,-2.36392437498916
"NC_052532.1","BestRefSeq","gene",14387699,14395652,".","-",".","gene-SYPL1","Name=SYPL1","protein_coding","Dbxref=CGNC:66293,GeneID:417708",711,0.342026,0.675639,0.692408,0.570024333333333,-0.810904588188895
"NC_052532.1","BestRefSeq%2CGnomon","gene",14422059,14450332,".","-",".","gene-NAMPTP1","Name=NAMPTP1","protein_coding","Dbxref=CGNC:50574,GeneID:417707",1484.91,49.3976,52.9668,57.0623,53.1422333333333,5.73178695408989
"NC_052532.1","Gnomon","gene",14565437,14567302,".","-",".","gene-CCDC71L","Name=CCDC71L","protein_coding","Dbxref=CGNC:69877,GeneID:101750427",846,1.65522,2.99857,3.90662,2.85347,1.51271739529796
"NC_052532.1","BestRefSeq%2CGnomon","gene",14594616,14629783,".","+",".","gene-PIK3CG","Name=PIK3CG","protein_coding","Dbxref=CGNC:6119,GeneID:417706",3321,1.82024,2.34177,2.51067,2.22422666666667,1.15330381783338
"NC_052532.1","Gnomon","gene",14649558,14735367,".","+",".","gene-PRKAR2B","Name=PRKAR2B","protein_coding","Dbxref=CGNC:6102,GeneID:769420",1764,0.595707,0.589287,0,0.394998,-1.34008274640113
"NC_052532.1","BestRefSeq%2CGnomon","gene",14741159,14756466,".","+",".","gene-HBP1","Name=HBP1","protein_coding","Dbxref=CGNC:6093,GeneID:417705",1589.18,13.226,9.89498,17.9116,13.6775266666667,3.77373546339018
"NC_052532.1","BestRefSeq","gene",14755690,14939800,".","-",".","gene-COG5","Name=COG5","protein_coding","Dbxref=CGNC:6079,GeneID:417704",2454,1.66978,1.81742,2.10703,1.86474333333333,0.898977068973915
"NC_052532.1","Gnomon","gene",14939850,14951505,".","+",".","gene-DUS4L","Name=DUS4L","protein_coding","Dbxref=CGNC:16592,GeneID:769352",954,4.77804,6.55072,5.19839,5.50905,2.46180355682653
"NC_052532.1","BestRefSeq%2CGnomon","gene",14954527,14978015,".","+",".","gene-BCAP29","Name=BCAP29","protein_coding","Dbxref=CGNC:6061,GeneID:417702",732,20.443,22.1474,24.0271,22.2058333333333,4.47286680820132
"NC_052532.1","BestRefSeq%2CGnomon","gene",15008245,15014708,".","+",".","gene-CBLL1","Name=CBLL1","protein_coding","Dbxref=CGNC:66292,GeneID:417701",1479,10.9939,12.317,8.0322,10.4477,3.38511347127886
"NC_052532.1","BestRefSeq","gene",15052828,15066618,".","+",".","gene-DLD","Name=DLD","protein_coding","Dbxref=CGNC:5998,GeneID:417699",1527,96.0588,104.815,109.719,103.530933333333,6.69391807536381
"NC_052532.1","BestRefSeq%2CGnomon","gene",15067914,15108889,".","-",".","gene-LAMB1","Name=LAMB1","protein_coding","Dbxref=CGNC:49827,GeneID:396478",5270.2,98.8854,100.437,125.859,108.3938,6.76013842833863
"NC_052532.1","BestRefSeq%2CGnomon","gene",15111982,15165811,".","-",".","gene-LAMB4","Name=LAMB4","protein_coding","Dbxref=CGNC:5987,GeneID:396076",5152.8,0,0.083153,0.075087,0.0527466666666667,-4.24477626439886
"NC_052532.1","BestRefSeq%2CGnomon","gene",15164093,15187175,".","+",".","gene-ERGIC2","Name=ERGIC2","protein_coding","Dbxref=CGNC:5428,GeneID:417697",1134,23.8243,21.0451,23.8809,22.9167666666667,4.51833160307367
"NC_052532.1","BestRefSeq%2CGnomon","gene",15193975,15257891,".","-",".","gene-LRRK2","Name=LRRK2","protein_coding","Dbxref=CGNC:53208,GeneID:427844",7629.38,0.797704,0.362436,0.791571,0.650570333333333,-0.620223059364643
"NC_052532.1","Gnomon","gene",15302886,15439150,".","+",".","gene-SLC2A13","Name=SLC2A13","protein_coding","Dbxref=CGNC:16555,GeneID:769652",1889.9,5.63698,5.68914,6.39704,5.90772,2.56260145030986
"NC_052532.1","BestRefSeq%2CGnomon","gene",15466496,15512932,".","+",".","gene-ABCD2","Name=ABCD2","protein_coding","Dbxref=CGNC:5397,GeneID:417694",2193,14.7808,18.9956,13.3069,15.6944333333333,3.97218103448286
"NC_052532.1","Gnomon","gene",15536756,15621134,".","+",".","gene-KIF21A","Name=KIF21A","protein_coding","Dbxref=CGNC:5359,GeneID:417692",4879.5,6.51013,5.61016,8.3776,6.83263,2.77244100422834
"NC_052532.1","BestRefSeq%2CGnomon","gene",15692602,15788625,".","+",".","gene-CPNE8","Name=CPNE8","protein_coding","Dbxref=CGNC:5301,GeneID:417690",1385.27,3.7348,2.74005,1.94198,2.80561,1.48831447789209
"NC_052532.1","BestRefSeq","gene",15877449,15884040,".","-",".","gene-ALG10","Name=ALG10","protein_coding","Dbxref=CGNC:66508,GeneID:426734",1419,2.27229,2.84657,1.83638,2.31841333333333,1.21313779705655
"NC_052532.1","Gnomon","gene",15884068,15888076,".","+",".","gene-TPRKB","Name=TPRKB","protein_coding","Dbxref=CGNC:9850,GeneID:425906",525,2.04302,2.5193,2.58944,2.38392,1.2533358224025
"NC_052532.1","BestRefSeq%2CGnomon","gene",15895725,15906742,".","+",".","gene-GTSE1","Name=GTSE1","protein_coding","Dbxref=CGNC:52379,GeneID:425204",2139,0.290097,0.765377,0.479471,0.511648333333333,-0.966775538708002
"NC_052532.1","BestRefSeq%2CGnomon","gene",15907307,15918951,".","+",".","gene-TRMU","Name=TRMU","protein_coding","Dbxref=CGNC:52612,GeneID:425909",1251,6.10972,4.14276,7.40822,5.8869,2.55750812098692
"NC_052532.1","Gnomon","gene",15924227,16084454,".","-",".","gene-CELSR1","Name=CELSR1","protein_coding","Dbxref=CGNC:10080,GeneID:426068",8760,5.92383,2.89879,7.57742,5.46668,2.45066492777367
"NC_052532.1","Gnomon","gene",16104815,16122407,".","-",".","gene-HIST1H2B5L","Name=HIST1H2B5L","protein_coding","Dbxref=CGNC:53700,GeneID:429558",381,4.13212,4.88078,2.52216,3.84502,1.94299110243308
"NC_052532.1","Gnomon","gene",16121734,16198685,".","+",".","gene-GRAMD4","Name=GRAMD4","protein_coding","Dbxref=CGNC:52622,GeneID:425953",1815,0.923968,1.31845,1.46836,1.236926,0.306759192613036
"NC_052532.1","BestRefSeq%2CGnomon","gene",16312838,16356169,".","-",".","gene-CERK","Name=CERK","protein_coding","Dbxref=CGNC:13852,GeneID:425523",1632,3.63273,4.36331,4.71723,4.23775666666667,2.08330075008102
"NC_052532.1","BestRefSeq%2CGnomon","gene",16380552,16535767,".","+",".","gene-TBC1D22A","Name=TBC1D22A","protein_coding","Dbxref=CGNC:53277,GeneID:428128",1557,3.82612,4.73053,5.52079,4.69248,2.23035059610307
"NC_052532.1","BestRefSeq%2CGnomon","gene",18951688,19021602,".","-",".","gene-BRD1","Name=BRD1","protein_coding","Dbxref=CGNC:6468,GeneID:417731",3243.56,3.48279,4.73127,4.76916,4.32774,2.11361382819015
"NC_052532.1","BestRefSeq%2CGnomon","gene",19011008,19046038,".","+",".","gene-ZBED4","Name=ZBED4","protein_coding","Dbxref=CGNC:6484,GeneID:417734",3516,2.80092,2.94165,2.30753,2.68336666666667,1.42404420407231
"NC_052532.1","BestRefSeq%2CGnomon","gene",19055339,19099213,".","-",".","gene-ALG12","Name=ALG12","protein_coding","Dbxref=CGNC:50582,GeneID:417733",1473,4.35934,4.59901,5.13745,4.6986,2.23223095382554
"NC_052532.1","BestRefSeq","gene",19071307,19082416,".","+",".","gene-CRELD2","Name=CRELD2","protein_coding","Dbxref=CGNC:6488,GeneID:417735",1092,14.686,14.7207,16.287,15.2312333333333,3.92896086217825
"NC_052532.1","Gnomon","gene",19361677,19366025,".","-",".","gene-PIM3","Name=PIM3","protein_coding","Dbxref=CGNC:54641,GeneID:768655",972,49.3069,61.9023,62.3747,57.8613,5.85452683230081
"NC_052532.1","Gnomon","gene",20302708,20335906,".","+",".","gene-MOV10L1","Name=MOV10L1","protein_coding","Dbxref=CGNC:50583,GeneID:417738",3270,0.246664,0.122052,0.248948,0.205888,-2.28006834867144
"NC_052532.1","Gnomon","gene",20354830,20376030,".","+",".","gene-PANX2","Name=PANX2","protein_coding","Dbxref=CGNC:2,GeneID:426934",2037,0.101921,0,0.102908,0.0682763333333333,-3.87247060686098
"NC_052532.1","BestRefSeq%2CGnomon","gene",20399144,20442355,".","+",".","gene-TRABD","Name=TRABD","protein_coding","Dbxref=CGNC:6609,GeneID:417746",1127.21,10.2251,6.1284,8.82629,8.39326333333333,3.06923184516508
"NC_052532.1","BestRefSeq","gene",20476438,20489484,".","+",".","gene-SELENOO","Name=SELENOO","protein_coding","Dbxref=CGNC:50587,GeneID:417745",2013,2.68405,4.08527,6.04555,4.27162333333333,2.0947844375006
"NC_052532.1","Gnomon","gene",20491562,20514518,".","-",".","gene-TUBGCP6","Name=TUBGCP6","protein_coding","Dbxref=CGNC:55462,GeneID:769701",5220,1.17666,1.26944,1.34795,1.26468333333333,0.338776190752726
"NC_052532.1","Gnomon","gene",20514736,20530639,".","-",".","gene-HDAC10","Name=HDAC10","protein_coding","Dbxref=CGNC:50586,GeneID:417742",2046,7.40496,6.92464,9.87251,8.06737,3.01209842488248
"NC_052532.1","Gnomon","gene",20554118,20582805,".","-",".","gene-MAPK12","Name=MAPK12","protein_coding","Dbxref=CGNC:13849,GeneID:769763",1086,1.84749,0.608826,1.24492,1.23374533333333,0.303044627668834
"NC_052532.1","BestRefSeq%2CGnomon","gene",20591523,20621971,".","-",".","gene-MAPK11","Name=MAPK11","protein_coding","Dbxref=CGNC:6538,GeneID:417739",927.675,10.6197,5.68237,7.95632,8.08613,3.01544939787719
"NC_052532.1","Gnomon","gene",20674694,20925719,".","-",".","gene-PLXNB2","Name=PLXNB2","protein_coding","Dbxref=CGNC:52617,GeneID:425938",5538,21.1446,23.934,22.632,22.5702,4.49634729754337
"NC_052532.1","Gnomon","gene",20923942,20932167,".","+",".","gene-LOC121110877","Name=LOC121110877","protein_coding","Dbxref=CGNC:90739,GeneID:121110877",2049,0.303833,0.400795,0.204515,0.303047666666667,-1.72238336041355
"NC_052532.1","BestRefSeq%2CGnomon","gene",20986312,21064068,".","+",".","gene-ZNF800","Name=ZNF800","protein_coding","Dbxref=CGNC:6614,GeneID:417747",2058,0.403202,0.797816,0.202594,0.467870666666667,-1.09581831368029
"NC_052532.1","BestRefSeq%2CGnomon","gene",21910987,21978247,".","+",".","gene-POT1","Name=POT1","protein_coding","Dbxref=CGNC:6635,GeneID:404538",2337,0.351807,0.940502,0.355161,0.549156666666667,-0.864710306349918
"NC_052532.1","BestRefSeq","gene",22011608,22026231,".","+",".","gene-GPR37","Name=GPR37","protein_coding","Dbxref=CGNC:66294,GeneID:417748",1440,0,0,0.15054,0.05018,-4.31674371902764
"NC_052532.1","BestRefSeq%2CGnomon","gene",22229854,22257535,".","-",".","gene-ARL8BL","Name=ARL8BL","protein_coding","Dbxref=CGNC:55011,GeneID:769134",570,3.194,3.60237,3.25736,3.35124333333333,1.74469644424096
"NC_052532.1","BestRefSeq%2CGnomon","gene",22376967,22426924,".","+",".","gene-WASL","Name=WASL","protein_coding","Dbxref=CGNC:6677,GeneID:417750",1518,8.43226,7.91436,10.0788,8.80847333333333,3.13889199584424
"NC_052532.1","BestRefSeq%2CGnomon","gene",22475403,22480534,".","+",".","gene-NDUFA5","Name=NDUFA5","protein_coding","Dbxref=CGNC:50588,GeneID:417753",351,92.9554,120.339,86.9524,100.082266666667,6.64504255896872
"NC_052532.1","Gnomon","gene",22482509,22504871,".","+",".","gene-IQUB","Name=IQUB","protein_coding","Dbxref=CGNC:6698,GeneID:417754",1935,0.430957,0.426347,0.427256,0.428186666666667,-1.22368822264215
"NC_052532.1","BestRefSeq%2CGnomon","gene",22511364,22565151,".","+",".","gene-ATP6AP1","Name=ATP6AP1","protein_coding","Dbxref=CGNC:6706,GeneID:427854",1368,11.2052,12.6422,10.0447,11.2973666666667,3.4979146250785
"NC_052532.1","Gnomon","gene",22696309,22998187,".","+",".","gene-CADPS2","Name=CADPS2","protein_coding","Dbxref=CGNC:6777,GeneID:417756",3867,1.13886,1.32991,1.28312,1.25063,0.322655030015702
"NC_052532.1","Gnomon","gene",23035484,23065885,".","+",".","gene-AASS","Name=AASS","protein_coding","Dbxref=CGNC:6801,GeneID:417757",2787,11.2348,13.644,13.1074,12.6620666666667,3.66244099147165
"NC_052532.1","BestRefSeq%2CGnomon","gene",23069261,23199789,".","-",".","gene-PTPRZ1","Name=PTPRZ1","protein_coding","Dbxref=CGNC:6807,GeneID:396403",6098.5,0,0,0.046498,0.0154993333333333,-6.0116500270093
"NC_052532.1","BestRefSeq%2CGnomon","gene",23373028,23402606,".","+",".","gene-FAM3C","Name=FAM3C","protein_coding","Dbxref=CGNC:50590,GeneID:417758",625.793,13.2995,12.7727,13.0967,13.0563,3.70667420709034
"NC_052532.1","Gnomon","gene",23406831,23419292,".","-",".","gene-WNT16","Name=WNT16","protein_coding","Dbxref=CGNC:66539,GeneID:427856",1083,0,0.407184,0,0.135728,-2.88120972273657
"NC_052532.1","Gnomon","gene",23434922,23576296,".","-",".","gene-CPED1","Name=CPED1","protein_coding","Dbxref=CGNC:50593,GeneID:417761",2890.28,12.0051,16.6561,17.3095,15.3235666666667,3.93768022853584
"NC_052532.1","BestRefSeq%2CGnomon","gene",23590246,23608586,".","-",".","gene-ING3","Name=ING3","protein_coding","Dbxref=CGNC:6859,GeneID:417762",1180.79,5.40654,6.80588,8.41963,6.87735,2.78185276865765
"NC_052532.1","BestRefSeq%2CGnomon","gene",23630806,23676052,".","+",".","gene-TSPAN12","Name=TSPAN12","protein_coding","Dbxref=CGNC:6864,GeneID:417763",502.03,257.261,145.028,260.954,221.081,7.7884312330943
"NC_052532.1","BestRefSeq%2CGnomon","gene",24454999,24503310,".","+",".","gene-ANKRD26","Name=ANKRD26","protein_coding","Dbxref=CGNC:50594,GeneID:417764",6522,0.302032,0.269067,0.761821,0.444306666666667,-1.17037230624081
"NC_052532.1","BestRefSeq%2CGnomon","gene",24508670,24515220,".","-",".","gene-LSM8","Name=LSM8","protein_coding","Dbxref=CGNC:6932,GeneID:417765",291,12.1132,9.24078,9.63705,10.3303433333333,3.3688162984675
"NC_052532.1","BestRefSeq","gene",24635699,24711223,".","+",".","gene-CTTNBP2","Name=CTTNBP2","protein_coding","Dbxref=CGNC:6951,GeneID:417766",4893,0.365153,0.240945,0.655029,0.420375666666667,-1.250248933188
"NC_052532.1","BestRefSeq%2CGnomon","gene",24877108,25014697,".","-",".","gene-ST7","Name=ST7","protein_coding","Dbxref=CGNC:50595,GeneID:417770",1713,6.52029,6.32431,5.46667,6.10375666666667,2.60969744860907
"NC_052532.1","BestRefSeq","gene",25026493,25056224,".","-",".","gene-CAPZA2","Name=CAPZA2","protein_coding","Dbxref=CGNC:7136,GeneID:417771",861,18.3646,22.9512,17.2088,19.5082,4.28600876310215
"NC_052532.1","BestRefSeq%2CGnomon","gene",25079168,25167189,".","-",".","gene-MET","Name=MET","protein_coding","Dbxref=CGNC:7139,GeneID:396134",4149,3.51258,3.28597,4.37007,3.72287333333333,1.89641653091395
"NC_052532.1","BestRefSeq","gene",25212817,25229139,".","-",".","gene-CAV1","Name=CAV1","protein_coding","Dbxref=CGNC:7141,GeneID:373996",537,11.3849,8.30227,7.02558,8.90425,3.15449409904745
"NC_052532.1","BestRefSeq","gene",25235364,25244345,".","-",".","gene-CAV2","Name=CAV2","protein_coding","Dbxref=CGNC:7144,GeneID:417772",486,0.569696,0.561772,1.73402,0.955162666666667,-0.0661816461274416
"NC_052532.1","BestRefSeq%2CGnomon","gene",25329451,25355677,".","-",".","gene-TES","Name=TES","protein_coding","Dbxref=CGNC:7146,GeneID:395332",1242,1.232,0.348067,0.17784,0.585969,-0.77110375230344
"NC_052532.1","Gnomon","gene",25918015,25967991,".","-",".","gene-MDFIC","Name=MDFIC","protein_coding","Dbxref=CGNC:33132,GeneID:417774",1047,3.21276,3.17602,3.89717,3.42865,1.77764064004608
